"","S0","F0","L0","I0","J0","S1","F1","L1","I1","J1","N0","N1","cL0","cF0","cI0","cJ0","cL1","cF1","cI1","cJ1","cN0","cN1","LTBIEn","LTBIEnD","curedLTBIEn","curedLTBIEnD","natdeath0","natdeath1","tbdeath0","tbdeath1","tbdeathD0","tbdeathD1","progAcute0","progChron0","progAcute1","progChron1","progTotalD0","progTotalD1","exogenous0","exogenous1","interventionCost"
"78",415.861379380233,9.04473312262028e-05,0.118805929735211,0.000178505337595066,7.36208454488125e-05,77.5160931872879,0.00151663223893919,5.32083321476343,0.00410676146540355,0.00169374907895175,415.980527883483,82.8442435448345,1817620334.16753,20906253.2663282,975212254.822242,402206184.192225,5282031195.97573,32542667.4336361,1844274627.17751,760633038.327448,3215945026.44832,7919481528.91433,20.1998935359008,8.33988696468638,1.97223475129051,0.715652088414539,255.782957770382,65.6799147815028,0.0144257573058646,0.0363726212097921,0.00950621339961065,0.0164769874693798,0.0530598600766091,0.0959508127567421,0.12046077758745,0.29097611245712,0.0982824307711412,0.185867017638724,8.42458347576878e-05,0.00240411158050059,572521670.731631
"79",418.794302681016,8.82125662831088e-05,0.113905892754223,0.000172374788991682,7.10924270982644e-05,78.2251593855664,0.0015273581215943,5.35771383722469,0.00413528690018942,0.00170551380629281,418.908540253553,83.5902413816191,1818200985.3054,20916389.2114578,975580479.462813,402358050.851895,5308677562.79405,32716036.4569798,1853728747.04592,764532195.109337,3217055904.83156,7959654541.4063,20.536937568006,8.39255083451156,2.00968408819109,0.721503629506227,260.064420619278,66.9360197847485,0.0144485512853946,0.0369081181090544,0.00950977530491254,0.0165606601036109,0.053167043970411,0.0960811092990233,0.12228716057996,0.295247504321822,0.0983195406542115,0.186819809071435,8.42519766818418e-05,0.00242889401695475,577202903.604981
"80",421.749942390684,8.60954712964712e-05,0.10923686647427,0.000166543402933041,6.86873921701243e-05,78.9372818778448,0.00153819560306219,5.39499629122485,0.00416412595712754,0.00171740788062322,421.859500583425,84.3396978985103,1818744748.75183,20926047.1677468,975928032.072886,402501391.758875,5334881950.93556,32886553.3496665,1863026437.07787,768366835.630988,3218100219.75133,7999161776.99409,20.8764638211367,8.44436275722774,2.04740922742783,0.727260509808025,264.376031922316,68.2034111688028,0.0144705682292447,0.0374473421228501,0.00951313538024898,0.016642946094425,0.0532716172948657,0.0962060481840398,0.124126481714904,0.29954856174147,0.0983545671986073,0.187756835418651,8.42576842121387e-05,0.00245379842267135,581808407.846419
"81",424.72845472633,8.40907084060993e-05,0.104788197827282,0.000160997456824017,6.64000810630127e-05,79.6525187075198,0.00154914349668135,5.43267591404076,0.00419327482380016,0.0017294297295899,424.833554412404,85.0926664696105,1819254105.69472,20935256.3860317,976256255.56816,402636760.77105,5360652367.10113,33054268.7944481,1872170514.99854,772138122.005049,3219082378.41995,8038015272.89917,21.2184901391205,8.49533644972218,2.08541215164826,0.732924253418517,268.718027788369,69.4821415429931,0.0144918461130227,0.0379903337531929,0.00951630677398483,0.0167238705919819,0.0533737180259011,0.0963258821309609,0.125978874188443,0.30387960428966,0.098387645744116,0.188678380652276,8.42629933635036e-05,0.00247882768514536,586339402.734814
"82",427.729996787101,8.21931870062698e-05,0.100549726727778,0.000155723863231044,6.42250961348373e-05,80.3709275229967,0.00156020071748423,5.47074843067647,0.00422272999778939,0.0017415779086928,427.830848655976,85.849200462297,1819731368.02217,20944044.1691021,976566402.017001,402764674.278199,5385996619.93801,33219232.2605381,1881163729.48969,775847187.868629,3220006488.48647,8076226769.55688,21.563034500154,8.54548541045697,2.12369485842976,0.738496360166828,273.090645826071,70.7722643222362,0.0145124211707731,0.0385371330270241,0.00951930174438435,0.0168034581180193,0.0534734778835485,0.0964408522058096,0.12784446983428,0.308240947966327,0.0984189024748803,0.189584721785979,8.42679369556047e-05,0.00250398461871323,590797088.133462
"83",430.754726582629,8.03980523664821e-05,0.0965117632673764,0.000150710140562167,6.21572896103851e-05,81.0925656036639,0.00157136627703439,5.50920993343622,0.00425248827052584,0.00175385109462365,430.851531611379,86.6093532427422,1820178689.91088,20952436.0042266,976859638.845474,402885613.761128,5410922328.64412,33381492.055122,1890008763.16938,779495139.612231,3220876378.5217,8113807723.48087,21.9101150177283,8.59482292285644,2.16225936038246,0.74397830598899,277.494125157965,72.0738337269778,0.0145323279755796,0.0390877795354265,0.0095221317204159,0.0168817325935845,0.0535710226217242,0.0965511883606444,0.12972339924256,0.312632905499621,0.0984484550447454,0.190476129175492,8.42725449082717e-05,0.00252927196927457,595182644.791192
"84",433.802803060517,7.87006747780577e-05,0.092665065961821,0.000145944385090042,6.01917520427859e-05,81.8174898847007,0.00158263927856955,5.54805686262794,0.0042825467119885,0.00176624807895571,433.895752963291,87.373178181398,1820598078.62354,20960455.6866557,977137054.619204,403000028.176283,5435436931.0145,33541095.3715645,1898708235.37919,783083057.52927,3221695617.10567,8150769319.29453,22.2597499415621,8.6433620586455,2.20110768525288,0.749371543298887,281.9287064347,73.3869047832165,0.0145515995164587,0.0396423124708044,0.00952480735840973,0.016958717364958,0.0536664723047225,0.0966571099478874,0.131615791872784,0.317055786631954,0.0984764131599575,0.19135286679951,8.42768445091766e-05,0.00255469241872825,599497234.639109
"85",436.874386132923,7.70966391970565e-05,0.0890008210038547,0.000141415244261854,5.83238013057363e-05,82.545756980776,0.00159401891240644,5.58728598833736,0.00431290265622624,0.00177876776217241,436.963663789612,88.1407286584441,1820991404.56823,20968125.4347019,977399664.430364,403108336.177496,5459547690.97052,33698088.3345445,1907264704.79262,786611996.891872,3222467530.61078,8187122480.98956,22.6119576585423,8.69111568113971,2.24024187602846,0.754677501353798,286.394631849292,74.7115333226091,0.0145702672717089,0.040200770662135,0.00952733859484628,0.0170344352278978,0.0537599415710012,0.0967588262108954,0.133521776161036,0.321509898391086,0.0985028791220673,0.192215192522564,8.42808606563508e-05,0.00258024858914133,603742001.083038
"86",439.969636702285,7.55817353574393e-05,0.0855106224781795,0.000137111891243916,5.65489720949483e-05,83.2774232086973,0.00160550445155911,5.62689439321677,0.00434355368768274,0.00179140914802735,440.055416567362,88.9120580692012,1821360410.66772,20975465.9969443,977648414.915398,403210928.185447,5483261705.60801,33852516.0423316,1915680671.85731,790082988.958099,3223195219.76551,8222877882.46576,22.9667566936726,8.73809644848711,2.27966399104294,0.759897586614621,290.892145151446,76.0477759826586,0.0145883612788679,0.0407631926083876,0.00952973469552611,0.0171089084503235,0.0538515398848092,0.0968565367518075,0.135441479621828,0.325995545347004,0.0985279483336197,0.193063358341152,8.42846160777897e-05,0.00260594304666733,607918069.291697
"87",443.088716686232,7.41519483376055e-05,0.0821864534939348,0.000133024000642758,5.48630059148098e-05,84.0125446090637,0.00161709524757933,5.66687945623245,0.00437449762827454,0.00180417133821493,443.171165178681,89.68721982951,1821706721.08548,20982496.7520898,977884188.928518,403308168.315152,5506585911.79953,34004422.606411,1923958581.08308,793497041.91562,3223881575.08124,8258045957.40465,23.3241657110291,8.78431681686286,2.31937610408254,0.765033183100815,295.421491661931,77.395690206983,0.0146059102014339,0.0413296165102115,0.00953200430136635,0.0171821587935528,0.053941371776208,0.0969504319777175,0.137375028944811,0.3305130298554,0.0985517097691508,0.193897610614324,8.42881315303009e-05,0.00263177830523048,612026546.480651
