"IN0","IN1","INall"
"1",34.856,240.573248407643,57.8109452736318
"2",34.8434451144519,240.664673193277,57.8118784077986
"3",34.8309535602998,240.754065460136,57.812642613609
"4",34.8185241887167,240.841457037618,57.8132403650666
"5",34.8061560090746,240.926875467296,57.8136737993262
"6",34.7938477211251,241.010356729893,57.8139457216153
"7",34.7815982814936,241.091929839106,57.8140583889401
"8",34.7694066174088,241.171624622671,57.814014124195
"9",34.7572716743668,241.249470426811,57.8138152138833
"10",34.7451924158613,241.325496123272,57.8134639086406
"11",34.7331678230542,241.399730117856,57.8129624238715
"12",34.7211968944837,241.472200357973,57.8123129403115
"13",34.7092786457758,241.542934340128,57.8115176045856
"14",34.6974121093605,241.611959117295,57.8105785297565
"15",34.6855963341915,241.679301306159,57.8094977958649
"16",34.6738303854726,241.744987094241,57.8082774504604
"17",34.6621133443863,241.809042246917,57.8069195091244
"18",34.6504443078291,241.871492114306,57.805425955984
"19",34.6388223881493,241.932361638058,57.8037987442178
"20",34.6272467128903,241.991675358023,57.8020397965537
"21",34.6157164245381,242.049457418816,57.8001510057582
"22",34.6042306802719,242.105731576267,57.798134235118
"23",34.5927886517204,242.160521203777,57.7959913189143
"24",34.5813895247208,242.213849298558,57.7937240628881
"25",34.5700324990827,242.265738487775,57.7913342446996
"26",34.558716788355,242.316211034593,57.7888236143788
"27",34.5474416195978,242.365288844114,57.7861938947697
"28",34.5362062331569,242.412993469228,57.7834467819667
"29",34.525009882443,242.459346116357,57.7805839457445
"30",34.5138518337137,242.504367651117,57.7776070299803
"31",34.5027313658598,242.548078603875,57.7745176530702
"32",34.4916477701949,242.590499175223,57.7713174083377
"33",34.4806003502483,242.631649241362,57.7680078644364
"34",34.4695884215614,242.671548359391,57.7645905657458
"35",34.4586113114879,242.710215772519,57.761067032761
"36",34.4476683589963,242.747670415183,57.7574387624758
"37",34.436758914477,242.783930918088,57.7537072287597
"38",34.4258823395514,242.819015613162,57.7498738827286
"39",34.415038006885,242.852942538427,57.7459401531101
"40",34.4042253000028,242.885729442799,57.7419074466022
"41",34.3934436131086,242.917393790797,57.7377771482265
"42",34.3826923509067,242.947952767186,57.7335506216757
"43",34.3719709284269,242.977423281538,57.7292292096554
"44",34.3612787708521,243.005821972719,57.7248142342204
"45",34.3506153133486,243.033165213303,57.7203069971057
"46",34.3399800009001,243.059469113913,57.7157087800518
"47",34.3293722881434,243.084749527494,57.7110208451248
"48",34.3187916392073,243.109022053514,57.706244435032
"49",34.3082375275542,243.132302042089,57.7013807734312
"50",34.2977094358243,243.154604598055,57.6964310652361
"51",34.2872068556821,243.175944584964,57.691396496916
