"","S0","F0","L0","I0","J0","S1","F1","L1","I1","J1","N0","N1","cL0","cF0","cI0","cI0dL0","cI0dF0","cJ0","cJ0dL0","cJ0dF0","cL1","cF1","cI1","cI1dL1","cI1dF1","cJ1","cJ1dL1","cJ1dF1","cN0","cN1","LTBIEn","LTBIEnD","curedLTBIEn","curedLTBIEnD","natdeath0","natdeath1","tbdeath0","tbdeath1","tbdeathD0","tbdeathD1","progAcute0","progChron0","progAcute1","progChron1","progTotalD0","progTotalD1","exogenous0","exogenous1","interventionCost"
"11",263.072666470786,0.00130248157128874,2.58163174090446,0.00333080100453036,0.00137372018830913,32.8410163606798,0.00132526802256877,5.01208924135303,0.00384926646773398,0.00158755057708803,265.660305214454,37.8598676871002,926119386.866891,10343672.7462122,491834140.538822,322237574.697554,322237574.697554,202846848.922791,69946606.2509185,69946606.2509185,1503244315.31484,8534408.8955189,512997122.902383,373603330.516362,373603330.516362,211575084.586859,57490095.164856,57490095.164856,1631144049.07472,2236350931.6996,2.44978077428582,1.89901816895398,0,0,26.4306040895825,5.22828812496342,0.00544570895208982,0.00527613598886645,0.00477532236025719,0.00459677388441014,0.0194989683975687,0.0369935929078602,0.0161600815826946,0.0431529394017293,0.0495673168885695,0.0517001339637986,5.27406730873111e-05,0.000598273520673432,0
"12",264.845811760416,0.00124442401737245,2.46234758349984,0.00317898270473467,0.00131110586127475,33.5372113521253,0.00131684343361081,4.95781249999944,0.00380976451041525,0.0015712588093803,267.313893856499,38.5017217188782,987485936.029102,11048218.9838687,524738112.29807,343589690.040359,343589690.040359,216417413.546662,74710931.2136327,74710931.2136327,1624546907.9636,9268163.64870493,555129146.777913,403750826.936034,403750826.936034,228951569.0101,62432866.3754643,62432866.3754643,1739689680.8577,2417895787.40031,2.67767134854462,2.07264915752757,0,0,29.1637907946685,5.80460268165559,0.00586858284673884,0.00577372002570296,0.00509754235584014,0.00497589736162459,0.0210268427887073,0.0398176639482519,0.0177452895504194,0.0471405560853078,0.0528833973731337,0.0559462226478971,5.57102135150354e-05,0.000645193169434104,0
"13",266.629539253421,0.00118890312012772,2.34861302306719,0.00303397380890533,0.00125129993248638,34.2281680223991,0.00130906959704311,4.90830241368621,0.00377345043303487,0.00155628181701438,268.98362645335,39.1431092379324,1044650643.34378,11705621.0725706,555407095.644542,363479800.219022,363479800.219022,229066203.288427,79156455.1754969,79156455.1754969,1741782529.11067,9980378.59300404,595898587.79971,432887553.461109,432887553.461109,245766084.233779,67230539.5859765,67230539.5859765,1840829563.34932,2593427579.73717,2.90728480836022,2.2435045692401,0,0,31.9140206755974,6.39060196728677,0.00627217638295447,0.00626637959479444,0.0053978871938478,0.00534249724377602,0.0224865809348037,0.0425112912567929,0.0193207783009864,0.0510866895792818,0.0559742344885064,0.0600549894778763,5.83983193953666e-05,0.000690403754806234,0
"14",268.424168920133,0.00113583913514392,2.24016820261933,0.00289554651937895,0.00119420845149527,34.9142160221755,0.00130198732348176,4.86329828482737,0.00374022352196229,0.00154257806273021,270.669562716859,39.784099095911,1097901434.3453,12319013.1490053,583992660.328893,382008087.161708,382008087.161708,240855729.966154,83304371.9842068,83304371.9842068,1855182030.25289,10672005.1980157,635378360.29761,461070883.924428,461070883.924428,262048702.269636,71889524.1539111,71889524.1539111,1935068837.78935,2763281098.01815,3.13863288810564,2.41162772982448,0,0,34.6814590548799,6.98627947196544,0.00665735756790168,0.00675452359753751,0.0056778322516451,0.00569724814382654,0.0238811831020388,0.0450805259418225,0.0208873336792273,0.0549950372375913,0.0588551035180449,0.0640337828002516,6.08316343218836e-05,0.000734048434172215,0
"15",270.230010149614,0.00108515523611236,2.13676537911476,0.00276344252003575,0.00113972488114469,35.5956696270768,0.00129557112974163,4.82255456615573,0.00370998987285196,0.00153010881761691,272.371763851365,40.4247598630527,1147507000.97654,12891339.541829,610636571.7675,399268040.586101,399268040.586101,251844461.802416,87174591.9561706,87174591.9561706,1964959927.64837,11343971.9115898,673636942.764902,488354132.340003,488354132.340003,277827665.660101,76416074.3560317,76416074.3560317,2022879374.08829,2927768507.98496,3.37172745968608,2.57706145389467,0,0,37.4662724400201,7.59162971719115,0.00702496460304534,0.00723854641961926,0.00593876151534969,0.00604078341990033,0.0252135527805281,0.0475311509275397,0.022445780002534,0.0588691033590681,0.0615402916588713,0.0678895039154759,6.30343606013217e-05,0.000776257885102568,0
"16",272.047361511052,0.001036772385967,2.03816893158155,0.0026373910582451,0.00108773755509544,36.2728276890972,0.00128980257688404,4.78584065875511,0.0036826332662115,0.00151882614934147,274.090292343632,41.0651596098448,1193717359.41382,13425355.1023082,635470990.555442,415346652.091158,415346652.091158,262086905.709307,90785744.1123888,90785744.1123888,2071315070.06592,11997164.4523906,710738221.930429,514786718.859659,514786718.859659,293129323.169047,80816156.6337075,80816156.6337075,2104700610.78088,3087179779.61779,3.60658049303449,2.73984791293497,0,0,40.2686279769346,8.20664826307438,0.00737580202209037,0.00771882780002461,0.00618196757626138,0.00637369631562722,0.0264864852501285,0.0498686762234483,0.0239969364322244,0.0627122001980922,0.064043118128902,0.0716285913634401,6.50284033130684e-05,0.000817151270540527,0
"17",273.876512260913,0.000990576891841118,1.94415391037377,0.00251714026335251,0.00103814259449002,36.9459754507348,0.00128471990776387,4.7529391882303,0.00365800369177229,0.00150866818926202,275.825212031037,41.7053660307539,1236766015.60525,13923648.202225,658619603.029802,430325168.642941,430325168.642941,271634073.565964,94155331.6962764,94155331.6962764,2174432594.52808,12632415.9538681,746741817.842039,540414655.836487,540414655.836487,307978263.855756,85095383.2000299,85095383.2000299,2180943340.40324,3241785092.17974,3.84320407275021,2.90002872048986,0,0,43.0886937020782,8.83133167304299,0.00771064068586517,0.00819573336999442,0.00640865948163557,0.00669654382319908,0.0277026836892412,0.0520983669954546,0.0255415855035851,0.0665274693226704,0.0663760481056423,0.0752570536855629,6.68336644545396e-05,0.000856837856327061,0
"18",275.717739329611,0.000946485185425124,1.85450834180593,0.00240243056211177,0.000990832943695817,37.6153820666653,0.00128028655069562,4.72364776548677,0.00363598987083034,0.00149958904277184,277.576587420108,42.3454456976164,1276868064.07361,14388605.6864355,680196385.116118,444278431.064718,444278431.064718,280532972.392523,97299495.1737415,97299495.1737415,2274482555.26271,13250522.7523746,781703000.987776,565280207.076347,565280207.076347,322397282.893264,89259118.3928491,89259118.3928491,2251986027.26869,3391833361.89612,4.08161026720748,3.05764446567401,0,0,45.9266367109468,9.46567756791698,0.00803021090755331,0.00866960723387616,0.0066199533811429,0.00700983949979369,0.0288647004203008,0.0542251905347856,0.0270805208627342,0.0703178523856201,0.0685505681459476,0.0787804610722189,6.84679570908821e-05,0.000895416194114991,0
"19",277.571316433371,0.000904402773075462,1.76902595863006,0.00229301105370137,0.000945705123842937,38.2813097060476,0.00127649393212681,4.69777182624581,0.00361646565786284,0.00149153668375134,279.344485510951,42.9854660285671,1314228182.99293,14822506.0741113,700309912.309294,457277655.874926,457277655.874926,288828381.912872,100233642.484231,100233642.484231,2371626419.52814,13852249.9308768,815674397.258326,589423502.254014,589423502.254014,336408084.74496,93312516.0187277,93312516.0187277,2318188983.28921,3537561151.4623,4.32181147672956,3.21273592690272,0,0,48.7826280140292,10.1096845054264,0.00833522489342023,0.00914078541584609,0.00681691235738786,0.00731407374794212,0.0299750351458096,0.0562539834753325,0.0286145205926751,0.0740861942024931,0.0705776205482855,0.082204117189797,6.99477644745134e-05,0.000932978479117343,0
"20",279.437504467268,0.000864240424914869,1.68751355639099,0.00218864354592613,0.000902660897472359,38.9440044119804,0.00127333326199221,4.67513142013768,0.00359931019680466,0.0014844612676087,281.128973568527,43.6254929368445,1349033734.2796,15227439.3036321,719059643.016533,469388034.506097,469388034.506097,296561321.696084,102971906.334813,102971906.334813,2466011719.48235,14438309.2288114,848704297.967199,612881207.735038,612881207.735038,350030586.167263,97260370.5477272,97260370.5477272,2379882138.29585,3679184912.84563,4.56382001273302,3.36534264078243,0,0,51.6568366889683,10.7633520937656,0.00862635126801505,0.00960958293549805,0.0070005104832676,0.00760969665618481,0.0310360382858727,0.0581892790689055,0.0301443297925622,0.0778351424420457,0.0724672287859791,0.0855328888635996,7.12877378057636e-05,0.000969607634620771,0
"21",281.316557500729,0.000825915881046813,1.60978625916257,0.00208909633307608,0.000861604702342112,39.6037022337905,0.00127078073361788,4.65555640955538,0.00358441373521084,0.00147831752921125,282.930120376808,44.265592155344,1381459915.61485,15605362.3735561,736538623.470589,480670525.919569,480670525.919569,303770166.742107,105527520.458895,105527520.458895,2557776243.80389,15009378.6989911,880838022.659133,635687568.324929,635687568.324929,363283478.271846,101107249.527666,101107249.527666,2437374068.2011,3816907123.43386,4.8076483348402,3.51550370317649,0,0,54.5494331751299,11.426680927817,0.00890423108172617,0.0100763010111971,0.0071716593304967,0.0078971300075299,0.032049964597137,0.0600354176345758,0.0316706821582319,0.0815672157413803,0.0742287701098614,0.0887713434224275,7.25011863584992e-05,0.00100537995843083,0
"22",283.208722300302,0.000789366270163268,1.53566774622643,0.00199413940798193,0.00082244167673831,40.2606291546452,0.00126873824247769,4.63888633073175,0.00357171110696756,0.00147307859213916,284.747995993883,44.9058290133186,1411670062.94249,15958099.8580415,752833601.432917,491181961.857703,491181961.857703,310490694.376288,107912823.101642,107912823.101642,2647048372.57859,15566111.3366915,912118143.280134,657874490.499008,657874490.499008,376184318.979943,104857551.71199,104857551.71199,2490952458.60974,3950916946.17536,5.05330900738717,3.66325764119916,0,0,57.4605886820241,12.0996725821239,0.00916947700094695,0.0105412248097565,0.00733120947426227,0.00817676685272649,0.0330189632070469,0.0617965410168401,0.0331943225248572,0.0852848029998376,0.0758709870073425,0.0919237712905605,7.36001679323925e-05,0.00104036540181231,0
"23",285.114239115604,0.000754497870397028,1.46498969337254,0.00190356943129849,0.000785087957541187,40.9150015038829,0.0012672302263087,4.6249700721609,0.00356107701417755,0.00146869277985854,286.582671964235,45.5462685760642,1439816405.97265,16287360.2143048,768025556.446363,500975309.716802,500975309.716802,316756302.941155,110139367.295243,110139367.295243,2733947748.27932,16109104.4981398,942584151.444496,679471709.161885,679471709.161885,388749395.793493,108515301.05441,108515301.05441,2540885625.57447,4081390400.01544,5.30081473340014,3.80864248805129,0,0,60.390475630735,12.7823296468698,0.00942267369514115,0.0110046294732102,0.00747995360681079,0.00844897652123029,0.0339451056955188,0.0634766039509981,0.0347159190338346,0.0889901714793874,0.0774020406415685,0.0949941524547438,7.45955862095045e-05,0.00107462849547833,0
"24",287.033340050277,0.000721202903898363,1.39759262675425,0.00181720284885198,0.000749467841616917,41.567024916354,0.00126639785612188,4.6136663081646,0.00355233017073493,0.00146508532465339,288.434220550625,46.1869750378702,1466039932.39314,16594730.6812416,782189568.945297,510099625.300288,510099625.300288,322597957.813597,112217886.362066,112217886.362066,2818585237.88248,16638899.9225359,972272449.379268,700506778.232254,700506778.232254,400993722.060377,112084146.857243,112084146.857243,2587422189.83328,4208490309.24466,5.55017822548698,3.95169544845045,0,0,63.3392659392066,13.4746556460626,0.00966437515812547,0.0114667785644926,0.00761862596777478,0.00871410394642304,0.0348303673714569,0.0650793541394078,0.0362360600515046,0.0926854581561055,0.0788294976602683,0.0979861555515662,7.54972553902629e-05,0.0011082285237946,0
