"","S0","F0","L0","I0","J0","S1","F1","L1","I1","J1","N0","N1","cL0","cF0","cI0","cJ0","cL1","cF1","cI1","cJ1","cN0","cN1","LTBIEn","LTBIEnD","curedLTBIEn","curedLTBIEnD","natdeath0","natdeath1","tbdeath0","tbdeath1","tbdeathD0","tbdeathD1","progAcute0","progChron0","progAcute1","progChron1","progTotalD0","progTotalD1","exogenous0","exogenous1","interventionCost"
"10",261.309767157442,0.00136311312320712,2.70674237767346,0.00348960254540778,0.00143921460912298,32.1392317027404,0.00133428000258419,5.07141387678483,0.00389198868986922,0.00160517047661273,264.022801465393,37.2174770186943,860238171.483372,9588625.955837,456531302.889608,188286921.530743,1377622747.54889,7778131.6003412,469423834.247225,193604180.226257,1514645021.85956,2048428893.62272,2.22360132313167,1.72256714743497,0,0,23.7142940828393,4.66166594027235,0.00500265109394905,0.00477320751285962,0.00442963913670436,0.00420440611137172,0.0178998671830254,0.0340326567223075,0.0145644068940591,0.0391198821009883,0.0460094773719649,0.0473087938175429,4.94600292170995e-05,0.000549486534765797,0
"11",263.072666470798,0.00130248157129164,2.58163174089382,0.00333080100453465,0.0013737201883109,32.8410163606933,0.00132526802257967,5.01208924134193,0.00384926646773919,0.00158755057709018,265.660305214456,37.8598676871026,926119386.879367,10343672.7463388,491834140.545239,202846848.925438,1503244315.32502,8534408.89554967,512997122.905417,211575084.58811,1631144049.09638,2236350931.7141,2.4497807742862,1.89901816895552,0,0,26.430604089588,5.22828812496307,0.00544570895212154,0.00527613598888075,0.00477532236031798,0.00459677388443711,0.0194989683976741,0.0369935929081033,0.0161600815827106,0.0431529394018825,0.0495673168892163,0.0517001339641044,5.27406730885484e-05,0.000598273520679966,0
"12",264.845815875551,0.00124424416602796,2.46234388877991,0.00317894673545002,0.00131109102648504,33.7583549143187,0.00126662868971576,4.73681329552065,0.00374550239738741,0.00154475522604114,267.313894046259,38.5017250961524,987487349.872518,11048204.8339425,524738372.231712,216417520.750932,1621846095.17242,9251011.82023601,554177766.733444,228559191.929613,1739691447.6891,2413834065.65571,2.4497807742862,1.89901816895552,0.227890612486899,0.173631148971504,29.1637913385763,5.80460265262295,0.00586858512769556,0.00577057621447472,0.00509754852391837,0.00497351702262929,0.0210267912623379,0.0398176893013194,0.0177081176912811,0.0470513997855784,0.05288342356939,0.0558503420404753,5.57100506012208e-05,0.000643864834395225,138904919.177203
"13",266.629557645305,0.00118814900904898,2.34859610803434,0.0030336951682101,0.00125118501287761,34.6594631141728,0.00122805032803318,4.47736124589035,0.00359359703799945,0.00148210499307322,268.983626782529,39.1431281124221,1044652191.46759,11705375.2090893,555403603.086523,229064762.854894,1731323646.277,9927901.09899523,592442104.735621,244340529.071754,1840825932.6181,2578034181.18337,2.4497807742862,1.89901816895552,0.457504078245636,0.344486577364554,31.9140212115865,6.3906020698382,0.0062721615771472,0.00624763876550717,0.00539788195777099,0.00532853368223704,0.0224860075666115,0.0425113111850709,0.0192053876042183,0.0507360557640397,0.0559738825065764,0.0597066432016906,5.8396638025146e-05,0.000684757650686966,275589261.891643
"14",268.424216797692,0.00113428465337161,2.2401238505878,0.00289477750778417,0.00119389128852116,35.5455257341558,0.00118411819217189,4.23259549242058,0.00342956544031266,0.00141445354317976,270.66956360173,39.7841493637519,1097902137.10841,12318165.8378742,583979012.197842,240850101.075947,1832391614.64078,10567146.5562846,628001555.599714,259006291.292538,1935049416.22007,2729966608.08931,2.4497807742862,1.89901816895552,0.688852183989088,0.512609751199549,34.6814596013732,6.98628008368762,0.00665727706302927,0.00670401927317146,0.0056777787860288,0.00566022620894212,0.0238792428905493,0.0450805106517698,0.0206532049818587,0.054219083719692,0.058853728051844,0.0632903443401133,6.08267160714185e-05,0.000721137702328518,410087800.95964
"15",270.230104722694,0.00108267114616727,2.13667744263506,0.0027619933982336,0.00113912722074042,36.4175455822781,0.00113688871759343,4.00156575377887,0.00326404205977732,0.00134618683821282,272.371765957093,40.4248584536725,1147505888.39326,12889450.7375265,610605215.503815,251831529.558071,1925705831.5927,11167748.8455654,661002791.489259,272616970.501221,2022832084.19267,2870493342.42875,2.4497807742862,1.89901816895552,0.921946812902895,0.678043503618568,37.4662730118017,7.59163144866095,0.00702474169688438,0.00713890616341929,0.00593860585501558,0.00596891178102902,0.0252091917129865,0.0475310581742391,0.0220460403642498,0.0575118530893686,0.061537131557263,0.0666162271575597,6.30244229265886e-05,0.000753388029529332,542434802.894855
"16",272.047520841815,0.00103327829534109,2.03802050122216,0.00263514169996131,0.00108680985365636,37.276426070396,0.0010886602762162,3.78342793824843,0.00310163979236062,0.00127920737199031,274.090296572885,41.0653235160852,1193713649.00322,13421964.1842069,635414101.487824,262063442.986504,2011868773.62184,11730103.1335743,691602001.014127,285236983.469102,2104613157.66175,3000437861.23865,2.4497807742862,1.89901816895552,1.15679994582783,0.840830030628595,40.2686285814357,8.20665195580504,0.00737533985274393,0.00755244315681482,0.00618164615049851,0.00625558413311127,0.0264785412618079,0.049868452444439,0.0233813814574759,0.0606250173087118,0.0640373848171823,0.0697000324285738,6.50117712068264e-05,0.000781927814033233,672664024.502876
"17",273.876753604374,0.00098605108070944,1.9439289460635,0.00251400735228615,0.00103685048992592,38.1229980847731,0.0010406107769606,3.57741406716595,0.00294455956816737,0.00121442287274717,275.82521945936,41.7056117451568,1236758075.95213,13918284.8657982,658528902.326663,271596665.931336,2091433767.17051,12255525.6533523,719958201.37238,296931913.560362,2180801929.07593,3120579407.75661,2.4497807742862,1.89901816895552,1.39342366331837,1.00101088606173,43.0886941098951,8.83133843547407,0.0077098284799618,0.00794520762827626,0.00640810068716547,0.00652149496162197,0.0276899256754106,0.0520979294375553,0.0246588710157218,0.0635685734863234,0.0663669072385817,0.0725577859943884,6.68087368339524e-05,0.000807161955704648,800808708.849382
"18",275.718081589105,0.00094092058744287,1.85418986086089,0.00239836709532348,0.000989157050613637,38.958035121401,0.000993453108119793,3.3828150433953,0.00279379687081423,0.00115224390717209,277.576599894699,42.3457896586823,1276855728.52242,14380835.3123241,680064688.699916,280478656.921435,2164910043.56402,12745707.1483491,746225567.678555,307765347.121666,2251779909.45609,3231646665.51258,2.4497807742862,1.89901816895552,1.63183014500584,1.15862699661218,45.9266380650429,9.46568873390102,0.00802893571944025,0.00831796726683864,0.00661909262937368,0.00676796448965083,0.0288459024653958,0.0542244790884593,0.0258791945251326,0.0663519262041125,0.0685372957082355,0.0752050257083701,6.84334342118851e-05,0.000829463041322858,926901597.289741
"19",277.571774486881,0.000897810881218837,1.76860045990498,0.0022879949194676,0.000943636322718277,39.782262881894,0.000947554565901229,3.19897019208537,0.00264976425350932,0.00109284062432869,279.344504388908,42.9859232334229,1314208618.28642,14811889.4823056,700129033.497565,288753782.176962,2232767647.16548,13202514.8622464,770551418.663815,317798042.725756,2317903323.44324,3334319623.41729,2.4497807742862,1.89901816895552,1.87203166747485,1.31371868667668,48.782629578127,10.1097016774946,0.00833336098442594,0.00867156908764621,0.00681567311168123,0.00699630278635116,0.029948942761514,0.0562528636162423,0.0270436463879547,0.0689839451084755,0.0705593914815323,0.0776565984337799,6.99023211845465e-05,0.000849168266281717,1050974949.34135
