"IN0","IN1","INall"
"1",34.856,240.573248407643,57.8109452736318
"2",33.4694704246693,237.961747345222,56.5827034919904
"3",31.9815320809618,233.143671942626,55.0022024127775
"4",30.4724018006515,227.343550782952,53.2737388374259
"5",28.9854211757163,221.191929634928,51.5060084635307
"6",27.5432654825489,215.014164978142,49.7565854344252
"7",26.1570689569547,208.97712916597,48.0555152479662
"8",24.8315569181642,203.164371175777,46.41790831452
"9",23.5679286466277,197.615023700554,44.8507098533116
"10",22.3654742668582,192.344202049378,43.3563687589597
"11",21.2224796075329,187.353868669199,41.9348448347727
"12",20.1367309383843,182.638730881946,40.5847193329031
"13",19.1057950743524,178.189514697736,39.3038175737495
"14",18.1271735202811,173.994827828872,38.0895634243722
"15",17.1983860973699,170.042247520279,36.9391846270641
"16",16.3170151767263,166.31897123384,35.8498339298976
"17",15.4807279775241,162.812213372114,34.8186618244769
"18",14.6872867098917,159.509449642669,33.8428608685983
"19",13.9345520335158,156.398567003464,32.9196929077016
"20",13.2204828865499,153.467953300261,32.0465057205708
"21",12.5431343858862,150.706547382959,31.2207429367558
"22",11.9006547427381,148.103862820226,30.4399495535092
"23",11.2912817147076,145.649993772633,29.7017745021055
"24",10.7133388799688,143.33560877662,29.0039711951515
"25",10.1652318883394,141.151936399539,28.3443966727051
"26",9.64544477157941,139.090745543145,27.7210097694761
"27",9.15253635536475,137.1443223682,27.1318685996852
"28",8.68513679354121,135.305445251515,26.57512757273
"29",8.2419442334182,133.567358787138,26.049034095685
"30",7.82172161450149,131.923747554597,25.5519250784123
"31",7.42329359970957,130.368710166093,25.082223327979
"32",7.04554363638922,128.896733949258,24.638433897607
"33",6.68741114358849,127.502670507385,24.2191404392695
"34",6.34788882164927,126.181712314196,23.823001596786
"35",6.02602008002502,124.929370437607,23.4487474668441
"36",5.72089657919437,123.741453440902,23.0951761480843
"37",5.43165588256755,122.614047476179,22.7611503927079
"38",5.15747921433812,121.543497560743,22.4455943706438
"39",4.89758931930299,120.526390009996,22.1474905528522
"40",4.65124842075128,119.559535988554,21.865876717646
"41",4.41775627260461,118.639956133501,21.599843081812
"42",4.1964483020773,117.764866198858,21.3485295566847
"43",3.98669383921273,116.931663667688,21.1111231280756
"44",3.78789442974366,116.137915277304,20.8868553580039
"45",3.59948222781764,115.38134540321,20.6750000054578
"46",3.42091846522479,114.659825248471,20.4748707628872
"47",3.25169199386287,113.971362786851,20.2858191047479
"48",3.09131789827454,113.314093410101,20.1072322441614
"49",2.93933617519214,112.68627123207,19.9385311935865
"50",2.79531047712682,112.086261004783,19.7791689253119
"51",2.65882691714063,111.512530604119,19.6286286275478
"52",2.5294929320416,110.963644045241,19.4864220519095
