"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","latCost","actCost","totCost"
3021837,3012260,9568,0,8,1,507493,461391,46032,13,43,14,2.33594e+09,6.04345e+09,8.37939e+09
3023076,3013524,9544,0,7,1,507894,461787,46036,13,43,15,2.33801e+09,6.04956e+09,8.38757e+09
3024314,3014787,9520,0,6,1,508295,462167,46057,13,42,16,2.3405e+09,6.05542e+09,8.39593e+09
3025555,3016050,9496,0,8,1,508696,462549,46078,13,39,17,2.34332e+09,6.06091e+09,8.40423e+09
3026795,3017320,9468,0,6,1,509100,462952,46077,12,43,16,2.34689e+09,6.06768e+09,8.41458e+09
3028033,3018588,9438,0,6,1,509510,463343,46092,11,46,18,2.34754e+09,6.074e+09,8.42154e+09
3029277,3019858,9412,0,6,1,509915,463745,46096,11,46,17,2.34819e+09,6.08068e+09,8.42887e+09
3030520,3021136,9376,0,7,1,510319,464122,46123,12,46,16,2.35174e+09,6.0867e+09,8.43844e+09
3031758,3022403,9349,0,6,0,510725,464511,46140,12,48,14,2.35594e+09,6.09279e+09,8.44872e+09
3032996,3023680,9310,0,6,0,511132,464912,46146,13,47,14,2.3598e+09,6.09959e+09,8.4594e+09
3034244,3024950,9288,0,6,0,511551,465307,46172,15,43,14,2.36441e+09,6.10575e+09,8.47016e+09
3035493,3026217,9270,0,6,0,511954,465704,46179,14,42,15,2.36827e+09,6.11197e+09,8.48024e+09
3036740,3027491,9243,0,6,0,512355,466083,46200,15,42,15,2.36859e+09,6.11787e+09,8.48646e+09
3037988,3028769,9213,0,6,0,512763,466498,46195,13,40,17,2.37126e+09,6.12467e+09,8.49593e+09
3039233,3030048,9179,0,6,0,513165,466889,46205,13,41,17,2.37222e+09,6.13063e+09,8.50285e+09
3040480,3031328,9145,0,6,1,513555,467273,46212,13,41,16,2.37318e+09,6.13658e+09,8.50975e+09
3041728,3032611,9111,0,5,1,513966,467664,46235,13,39,15,2.37732e+09,6.14267e+09,8.52e+09
3042979,3033883,9090,0,5,1,514370,468050,46254,11,38,17,2.37902e+09,6.14845e+09,8.52747e+09
3044228,3035166,9055,0,6,1,514780,468441,46271,9,42,17,2.37966e+09,6.15453e+09,8.53418e+09
3045480,3036447,9026,0,6,1,515195,468850,46280,10,38,17,2.38389e+09,6.16139e+09,8.54528e+09
3046734,3037735,8992,0,6,1,515597,469250,46288,12,33,14,2.38907e+09,6.16813e+09,8.55719e+09
3047984,3039011,8965,0,6,2,515994,469658,46278,12,33,13,2.39149e+09,6.17446e+09,8.56595e+09
3049238,3040294,8936,0,6,2,516398,470059,46279,10,36,14,2.3936e+09,6.18086e+09,8.57446e+09
3050489,3041579,8902,0,6,2,516803,470484,46260,10,38,11,2.39781e+09,6.18796e+09,8.58577e+09
3051746,3042858,8880,0,6,2,517217,470906,46253,9,37,12,2.40338e+09,6.19466e+09,8.59803e+09
3053002,3044142,8853,0,6,1,517622,471307,46254,11,40,10,2.40474e+09,6.20118e+09,8.60592e+09
3054254,3045424,8823,0,6,1,518022,471708,46252,9,43,10,2.4061e+09,6.20739e+09,8.61349e+09
3055509,3046714,8787,0,6,2,518424,472115,46246,9,45,9,2.40955e+09,6.21394e+09,8.62349e+09
3056770,3047994,8769,0,5,2,518822,472501,46256,8,45,12,2.41164e+09,6.21958e+09,8.63122e+09
3058027,3049287,8733,0,5,2,519220,472903,46257,7,43,10,2.41498e+09,6.22583e+09,8.64081e+09
3059286,3050583,8696,0,5,2,519627,473298,46269,7,41,12,2.41737e+09,6.23224e+09,8.64961e+09
3060542,3051869,8662,0,8,3,520026,473698,46267,8,40,13,2.41872e+09,6.23859e+09,8.65731e+09
3061796,3053158,8627,0,8,3,520438,474082,46292,8,43,13,2.41903e+09,6.24447e+09,8.6635e+09
3063058,3054445,8602,0,8,3,520840,474479,46298,9,40,14,2.42131e+09,6.25053e+09,8.67185e+09
3064319,3055728,8580,0,8,3,521234,474888,46283,8,40,15,2.42194e+09,6.25694e+09,8.67887e+09
3065582,3057020,8550,0,8,4,521633,475290,46276,9,43,15,2.42297e+09,6.26345e+09,8.68642e+09
3066844,3058302,8529,0,9,4,522034,475692,46277,10,41,14,2.42668e+09,6.26937e+09,8.69605e+09
3068105,3059595,8497,0,9,4,522423,476101,46262,10,36,14,2.42998e+09,6.27594e+09,8.70592e+09
3069369,3060876,8480,0,9,4,522818,476480,46276,10,39,13,2.43029e+09,6.28115e+09,8.71144e+09
3070635,3062161,8462,0,7,5,523229,476894,46272,8,41,14,2.43265e+09,6.2877e+09,8.72035e+09
3071903,3063448,8441,0,9,5,523629,477287,46281,6,41,14,2.43563e+09,6.29331e+09,8.72894e+09
3073171,3064737,8421,0,9,4,524033,477685,46287,7,40,14,2.43829e+09,6.29927e+09,8.73756e+09
3074437,3066032,8394,0,9,2,524447,478114,46270,8,42,13,2.44095e+09,6.30656e+09,8.74751e+09
3075706,3067325,8370,0,9,2,524853,478498,46284,10,47,14,2.44126e+09,6.31272e+09,8.75398e+09
3076973,3068618,8345,0,8,2,525260,478900,46286,11,49,14,2.44432e+09,6.31907e+09,8.76339e+09
3078241,3069904,8326,1,8,2,525663,479284,46303,11,52,13,2.44564e+09,6.32503e+09,8.77067e+09
3079514,3071199,8304,1,9,1,526051,479651,46327,14,47,12,2.45022e+09,6.3304e+09,8.78062e+09
3080785,3072503,8270,1,9,2,526458,480059,46329,11,49,10,2.45174e+09,6.3371e+09,8.78884e+09
3082053,3073792,8249,1,9,2,526852,480441,46340,12,51,8,2.45377e+09,6.34239e+09,8.79616e+09
3083323,3075093,8218,1,9,2,527243,480848,46326,12,48,9,2.45569e+09,6.34907e+09,8.80476e+09
3084590,3076382,8196,0,10,2,527637,481250,46319,13,46,9,2.45933e+09,6.35498e+09,8.81431e+09
3085864,3077677,8175,0,10,2,528048,481644,46330,14,49,11,2.46064e+09,6.36089e+09,8.82153e+09
3087138,3078974,8152,0,9,3,528450,482032,46349,12,43,14,2.4679e+09,6.36652e+09,8.83442e+09
3088416,3080265,8139,0,9,3,528840,482436,46334,12,44,14,2.46921e+09,6.37241e+09,8.84161e+09
3089691,3081563,8118,0,7,3,529241,482845,46328,10,43,15,2.47152e+09,6.37866e+09,8.85018e+09
3090964,3082854,8098,0,8,4,529656,483239,46345,9,48,15,2.47182e+09,6.38389e+09,8.85571e+09
3092243,3084152,8077,0,10,4,530063,483636,46358,8,46,15,2.47472e+09,6.38983e+09,8.86455e+09
3093521,3085459,8049,0,9,4,530456,484028,46362,9,44,13,2.47762e+09,6.39561e+09,8.87323e+09
3094801,3086759,8031,0,8,3,530852,484400,46386,12,41,13,2.47922e+09,6.401e+09,8.88022e+09
3096081,3088062,8008,0,7,4,531265,484783,46414,12,43,13,2.48052e+09,6.40616e+09,8.88668e+09
3097360,3089370,7980,0,6,4,531668,485149,46453,14,40,12,2.48271e+09,6.41124e+09,8.89395e+09
3098640,3090676,7953,0,8,3,532073,485556,46449,15,40,13,2.48569e+09,6.4174e+09,8.90309e+09
3099920,3091984,7927,0,6,3,532468,485965,46431,14,42,16,2.48828e+09,6.42391e+09,8.91219e+09
3101202,3093293,7900,0,6,3,532858,486354,46431,15,39,19,2.48957e+09,6.42986e+09,8.91943e+09
3102482,3094600,7871,0,8,3,533260,486735,46455,15,38,17,2.49214e+09,6.43532e+09,8.92746e+09
3103766,3095902,7853,0,8,3,533668,487122,46478,16,37,15,2.4956e+09,6.44047e+09,8.93607e+09
3105052,3097204,7836,0,8,4,534077,487521,46486,17,39,14,2.49659e+09,6.44651e+09,8.9431e+09
3106338,3098523,7803,0,8,4,534484,487909,46506,18,38,13,2.49915e+09,6.45272e+09,8.95187e+09
3107626,3099820,7794,0,7,5,534884,488315,46505,15,39,10,2.502e+09,6.45851e+09,8.96052e+09
3108912,3101135,7765,0,7,5,535288,488735,46490,13,37,13,2.50456e+09,6.46537e+09,8.96993e+09
3110196,3102440,7744,0,7,5,535697,489111,46525,14,35,12,2.50682e+09,6.47019e+09,8.97701e+09
3111478,3103747,7719,0,7,5,536101,489509,46529,15,36,12,2.5077e+09,6.47589e+09,8.98358e+09
3112760,3105052,7696,0,7,5,536500,489905,46537,14,34,10,2.51318e+09,6.48099e+09,8.99416e+09
3114049,3106371,7665,0,7,6,536905,490297,46551,14,34,9,2.51709e+09,6.48674e+09,9.00382e+09
3115336,3107693,7631,0,6,6,537303,490705,46544,10,34,10,2.51836e+09,6.49285e+09,9.0112e+09
3116622,3109003,7607,0,6,6,537693,491083,46556,9,36,9,2.52021e+09,6.49767e+09,9.01788e+09
3117916,3110313,7590,0,6,7,538094,491498,46542,9,35,10,2.52274e+09,6.50383e+09,9.02657e+09
3119204,3111629,7562,0,6,7,538500,491891,46556,7,34,12,2.52429e+09,6.5093e+09,9.03359e+09
3120497,3112942,7542,0,5,8,538897,492290,46553,8,34,12,2.52671e+09,6.51464e+09,9.04136e+09
3121788,3114259,7517,0,5,7,539297,492686,46555,7,36,13,2.52826e+09,6.52027e+09,9.04854e+09
3123083,3115576,7494,0,6,7,539708,493095,46558,5,35,15,2.53271e+09,6.52618e+09,9.0589e+09
3124377,3116888,7475,0,7,7,540117,493483,46576,6,36,16,2.53368e+09,6.53133e+09,9.065e+09
3125672,3118200,7460,0,6,6,540520,493874,46587,6,38,15,2.53454e+09,6.53639e+09,9.07093e+09
3126965,3119517,7436,0,6,6,540926,494278,46589,6,37,16,2.5358e+09,6.54205e+09,9.07785e+09
3128261,3120830,7418,0,7,6,541326,494704,46563,5,38,16,2.53733e+09,6.54826e+09,9.08559e+09
3129556,3122149,7395,0,7,5,541733,495102,46573,6,36,16,2.53925e+09,6.55365e+09,9.09291e+09
3130858,3123477,7370,0,6,5,542139,495496,46584,5,36,18,2.53983e+09,6.5594e+09,9.09923e+09
3132156,3124808,7340,0,4,4,542540,495885,46596,7,35,17,2.54519e+09,6.56508e+09,9.11026e+09
3133457,3126127,7322,0,4,4,542949,496294,46597,4,38,16,2.54643e+09,6.57074e+09,9.11717e+09
3134754,3127448,7298,0,4,4,543343,496688,46597,4,38,16,2.54863e+09,6.57607e+09,9.12469e+09
3136056,3128778,7269,0,5,4,543738,497102,46577,4,39,16,2.55015e+09,6.58218e+09,9.13233e+09
3137356,3130102,7246,0,5,3,544144,497492,46592,4,39,17,2.55139e+09,6.58728e+09,9.13867e+09
3138654,3131429,7218,0,4,3,544550,497870,46618,6,38,18,2.55414e+09,6.59234e+09,9.14648e+09
3139960,3132759,7195,0,4,2,544957,498275,46615,6,42,19,2.55538e+09,6.59824e+09,9.15362e+09
3141263,3134085,7172,0,4,2,545359,498678,46615,7,41,18,2.55689e+09,6.60403e+09,9.16092e+09
3142568,3135406,7155,0,5,2,545775,499079,46628,8,42,18,2.55812e+09,6.60964e+09,9.16776e+09
3143869,3136731,7130,0,6,2,546188,499472,46648,9,40,19,2.5602e+09,6.61516e+09,9.17536e+09
3145169,3138055,7105,0,7,2,546595,499874,46653,9,41,18,2.56171e+09,6.62057e+09,9.18228e+09
3146475,3139381,7086,0,6,2,546988,500260,46662,8,39,19,2.56227e+09,6.62555e+09,9.18782e+09
3147781,3140703,7070,0,5,3,547388,500671,46650,7,41,19,2.56321e+09,6.63123e+09,9.19444e+09
3149088,3142029,7051,0,5,3,547795,501076,46652,7,43,17,2.56443e+09,6.63665e+09,9.20108e+09
3150398,3143355,7034,0,6,3,548202,501480,46657,7,42,16,2.56499e+09,6.64224e+09,9.20723e+09
3151706,3144680,7017,0,6,3,548606,501875,46666,8,41,16,2.56499e+09,6.64768e+09,9.21267e+09
3153013,3146012,6992,0,6,3,549012,502271,46678,9,38,16,2.56742e+09,6.65315e+09,9.22057e+09
3154324,3147345,6970,0,6,3,549423,502641,46716,9,41,16,2.56957e+09,6.65763e+09,9.2272e+09
3155636,3148681,6946,0,6,3,549829,503035,46726,9,40,19,2.57265e+09,6.66325e+09,9.2359e+09
3156947,3150017,6922,0,5,3,550233,503435,46727,8,41,22,2.57451e+09,6.66901e+09,9.24352e+09
3158259,3151352,6900,0,4,3,550627,503860,46700,7,38,22,2.57813e+09,6.67507e+09,9.25321e+09
3159572,3152684,6878,0,6,4,551027,504262,46696,8,38,23,2.57813e+09,6.68088e+09,9.25902e+09
3160884,3154015,6859,0,6,4,551435,504660,46703,9,40,23,2.57989e+09,6.68613e+09,9.26602e+09
3162199,3155350,6839,0,7,3,551838,505053,46710,10,42,23,2.58109e+09,6.69151e+09,9.2726e+09
3163508,3156685,6811,0,8,4,552239,505444,46723,10,41,21,2.58313e+09,6.69691e+09,9.28004e+09
3164824,3158028,6784,0,8,4,552656,505853,46731,10,40,22,2.5858e+09,6.70279e+09,9.28859e+09
3166141,3159375,6754,0,9,3,553059,506258,46731,11,38,21,2.59123e+09,6.70842e+09,9.29965e+09
3167457,3160713,6732,0,9,3,553472,506648,46758,11,33,22,2.59445e+09,6.71335e+09,9.3078e+09
3168773,3162049,6711,0,10,3,553873,507054,46754,10,34,21,2.59592e+09,6.71893e+09,9.31485e+09
3170092,3163388,6689,0,12,3,554285,507475,46749,8,35,18,2.59831e+09,6.72495e+09,9.32325e+09
3171411,3164729,6669,0,10,3,554688,507874,46751,8,39,16,2.60041e+09,6.73027e+09,9.33068e+09
3172727,3166065,6651,0,8,3,555099,508256,46781,10,37,15,2.60334e+09,6.73503e+09,9.33837e+09
3174049,3167404,6634,0,8,3,555501,508642,46798,11,36,14,2.60544e+09,6.73972e+09,9.34516e+09
3175367,3168738,6617,0,9,3,555901,509031,46810,9,39,12,2.60753e+09,6.74447e+09,9.35201e+09
3176689,3170085,6593,0,8,3,556292,509443,46788,8,39,14,2.60872e+09,6.75048e+09,9.3592e+09
3178010,3171424,6576,0,7,3,556698,509820,46820,7,36,15,2.61053e+09,6.75488e+09,9.36541e+09
3179334,3172774,6549,0,7,4,557099,510223,46816,9,36,15,2.61144e+09,6.76059e+09,9.37204e+09
3180656,3174118,6528,0,7,3,557517,510627,46832,8,35,15,2.61679e+09,6.76566e+09,9.38244e+09
3181985,3175466,6510,0,6,3,557925,511019,46851,7,35,13,2.62122e+09,6.77085e+09,9.39207e+09
3183312,3176811,6493,0,5,3,558340,511434,46851,7,36,12,2.62294e+09,6.7764e+09,9.39934e+09
3184635,3178149,6478,0,5,3,558740,511814,46873,8,34,11,2.62501e+09,6.78084e+09,9.40585e+09
3185961,3179497,6456,0,5,3,559144,512190,46902,9,32,11,2.62681e+09,6.78523e+09,9.41204e+09
3187288,3180844,6434,0,7,3,559553,512570,46931,11,29,12,2.62789e+09,6.78995e+09,9.41784e+09
3188618,3182197,6411,0,7,3,559960,512964,46945,11,27,13,2.62879e+09,6.7951e+09,9.42389e+09
3189944,3183548,6385,0,7,4,560370,513366,46955,7,31,11,2.63148e+09,6.80011e+09,9.43159e+09
3191271,3184899,6361,0,6,5,560790,513745,46997,8,29,11,2.6356e+09,6.80444e+09,9.44004e+09
3192604,3186250,6343,0,5,6,561187,514126,47011,9,30,11,2.63614e+09,6.809e+09,9.44514e+09
3193935,3187600,6325,0,4,6,561587,514508,47030,9,28,12,2.63935e+09,6.81346e+09,9.45281e+09
3195266,3188952,6303,0,5,6,561995,514928,47020,8,27,12,2.64024e+09,6.81901e+09,9.45925e+09
3196598,3190308,6279,0,5,6,562400,515333,47022,9,24,12,2.6414e+09,6.82428e+09,9.46568e+09
3197934,3191659,6265,0,5,5,562808,515718,47045,10,22,13,2.64309e+09,6.82891e+09,9.472e+09
3199267,3193020,6237,0,5,5,563214,516118,47052,11,21,12,2.64451e+09,6.83414e+09,9.47865e+09
3200601,3194368,6224,0,5,4,563622,516515,47064,10,23,10,2.64796e+09,6.83866e+09,9.48662e+09
3201934,3195720,6205,0,5,4,564030,516904,47085,8,23,10,2.64912e+09,6.84321e+09,9.49232e+09
3203271,3197076,6185,0,5,5,564444,517317,47088,8,23,8,2.65141e+09,6.84864e+09,9.50005e+09
3204610,3198434,6167,0,5,4,564854,517728,47086,8,25,7,2.65282e+09,6.8539e+09,9.50673e+09
3205948,3199788,6151,0,5,4,565260,518130,47088,8,25,9,2.65309e+09,6.85869e+09,9.51178e+09
3207287,3201141,6137,0,5,4,565666,518558,47065,9,24,10,2.65423e+09,6.8645e+09,9.51873e+09
3208630,3202503,6117,0,5,5,566067,518961,47064,9,23,10,2.6545e+09,6.86977e+09,9.52426e+09
3209971,3203867,6094,0,6,4,566465,519363,47061,8,24,9,2.65651e+09,6.8748e+09,9.53131e+09
3211312,3205228,6076,0,5,3,566870,519764,47065,6,28,7,2.65993e+09,6.87969e+09,9.53962e+09
3212651,3206593,6049,0,6,3,567274,520174,47058,6,28,8,2.65993e+09,6.8854e+09,9.54533e+09
3213991,3207953,6029,0,6,3,567674,520595,47034,7,30,8,2.6608e+09,6.89103e+09,9.55183e+09
3215333,3209308,6017,0,5,3,568079,521005,47025,7,32,10,2.66281e+09,6.89623e+09,9.55904e+09
3216677,3210674,5994,0,6,3,568487,521403,47038,6,32,8,2.66542e+09,6.90139e+09,9.56681e+09
3218022,3212032,5981,0,6,3,568896,521810,47040,6,32,8,2.66681e+09,6.90674e+09,9.57355e+09
3219370,3213392,5969,0,6,3,569302,522203,47051,7,34,7,2.66794e+09,6.91149e+09,9.57943e+09
3220714,3214750,5954,0,7,3,569711,522619,47043,8,32,9,2.66967e+09,6.91692e+09,9.58659e+09
3222052,3216117,5928,0,4,3,570119,523025,47046,9,30,9,2.67339e+09,6.92227e+09,9.59567e+09
3223399,3217485,5907,0,4,3,570539,523449,47042,10,29,9,2.67504e+09,6.92798e+09,9.60301e+09
3224746,3218853,5887,0,4,2,570947,523852,47050,9,28,8,2.67788e+09,6.93303e+09,9.61091e+09
3226097,3220220,5871,0,4,2,571363,524238,47083,9,24,9,2.67952e+09,6.93755e+09,9.61707e+09
3227446,3221586,5854,0,4,2,571770,524622,47107,9,24,8,2.6815e+09,6.94184e+09,9.62334e+09
3228794,3222947,5841,0,4,2,572171,525029,47099,7,28,8,2.6815e+09,6.94687e+09,9.62837e+09
3230143,3224319,5817,0,5,2,572585,525417,47123,8,28,9,2.68262e+09,6.95153e+09,9.63415e+09
3231496,3225683,5807,0,4,2,572996,525820,47131,8,28,9,2.68399e+09,6.95629e+09,9.64027e+09
3232850,3227055,5788,0,4,3,573411,526215,47150,7,30,9,2.6845e+09,6.96123e+09,9.64573e+09
3234201,3228420,5775,0,3,3,573825,526628,47150,7,30,10,2.68587e+09,6.96629e+09,9.65215e+09
3235550,3229804,5740,0,3,3,574229,527023,47157,7,31,11,2.68672e+09,6.97144e+09,9.65815e+09
3236902,3231184,5713,0,3,2,574649,527428,47173,7,30,11,2.68783e+09,6.9768e+09,9.66463e+09
3238258,3232555,5697,0,4,2,575057,527842,47167,8,29,11,2.68859e+09,6.98216e+09,9.67075e+09
3239615,3233935,5673,0,5,2,575465,528250,47170,7,29,9,2.6908e+09,6.98725e+09,9.67805e+09
3240969,3235308,5654,0,5,2,575875,528638,47191,8,29,9,2.6936e+09,6.99154e+09,9.68514e+09
3242328,3236680,5641,0,5,2,576271,529015,47207,10,29,10,2.69444e+09,6.99589e+09,9.69034e+09
3243686,3238055,5625,0,4,2,576682,529406,47227,8,30,11,2.69605e+09,7.0003e+09,9.69635e+09
3245047,3239430,5610,0,5,2,577084,529801,47233,8,30,12,2.6974e+09,7.00495e+09,9.70235e+09
3246404,3240806,5591,0,5,2,577489,530213,47229,8,27,12,2.69875e+09,7.00998e+09,9.70872e+09
3247764,3242179,5578,0,5,2,577897,530632,47213,8,31,13,2.70009e+09,7.01534e+09,9.71544e+09
3249127,3243548,5572,0,5,2,578315,531037,47227,8,31,12,2.70144e+09,7.02019e+09,9.72163e+09
3250489,3244920,5561,0,5,3,578724,531414,47257,9,32,12,2.70312e+09,7.02425e+09,9.72737e+09
3251849,3246302,5538,0,6,3,579147,531798,47294,7,34,14,2.70396e+09,7.02856e+09,9.73251e+09
3253209,3247673,5527,0,6,3,579564,532197,47316,5,32,14,2.70638e+09,7.03311e+09,9.73949e+09
3254575,3249054,5511,0,7,3,579967,532573,47337,6,37,14,2.70638e+09,7.0373e+09,9.74369e+09
3255934,3250435,5489,0,7,3,580387,532968,47363,7,32,17,2.7088e+09,7.04218e+09,9.75098e+09
3257300,3251816,5474,0,7,3,580797,533356,47386,8,31,16,2.71013e+09,7.04678e+09,9.75691e+09
3258665,3253194,5461,0,6,4,581197,533761,47378,7,31,20,2.71038e+09,7.05164e+09,9.76202e+09
3260029,3254570,5449,0,6,4,581609,534138,47410,5,37,19,2.71138e+09,7.0555e+09,9.76688e+09
3261394,3255948,5437,0,6,3,582021,534539,47422,6,35,19,2.7147e+09,7.06001e+09,9.77471e+09
3262759,3257329,5421,0,6,3,582426,534926,47442,6,35,17,2.71743e+09,7.0642e+09,9.78163e+09
3264128,3258715,5404,0,6,3,582833,535345,47433,5,35,15,2.72016e+09,7.06941e+09,9.78957e+09
3265497,3260092,5396,0,6,3,583247,535730,47462,6,35,14,2.72123e+09,7.07331e+09,9.79454e+09
3266868,3261479,5379,0,6,4,583661,536128,47476,6,36,15,2.72148e+09,7.07789e+09,9.79936e+09
3268240,3262867,5362,0,7,4,584059,536518,47484,8,33,16,2.72395e+09,7.08249e+09,9.80643e+09
3269608,3264256,5342,0,7,3,584477,536919,47500,7,33,18,2.72477e+09,7.08714e+09,9.81191e+09
3270981,3265640,5332,0,6,3,584889,537306,47523,8,33,19,2.7269e+09,7.09136e+09,9.81826e+09
3272353,3267030,5315,0,5,3,585302,537712,47533,8,31,18,2.72903e+09,7.09633e+09,9.82537e+09
3273729,3268410,5311,0,5,3,585729,538107,47566,9,29,18,2.7301e+09,7.1006e+09,9.8307e+09
3275106,3269801,5298,0,5,2,586143,538507,47578,8,32,18,2.73059e+09,7.10529e+09,9.83587e+09
3276479,3271191,5281,0,5,2,586549,538902,47589,9,30,19,2.73132e+09,7.10966e+09,9.84098e+09
3277850,3272583,5261,0,4,2,586953,539317,47580,8,29,19,2.73344e+09,7.11449e+09,9.84793e+09
3279225,3273977,5243,0,4,1,587373,539732,47585,9,28,19,2.73612e+09,7.11949e+09,9.85562e+09
3280602,3275372,5225,0,3,2,587777,540134,47588,8,29,18,2.73718e+09,7.1244e+09,9.86157e+09
3281979,3276761,5213,0,3,2,588178,540535,47587,8,30,18,2.73848e+09,7.12884e+09,9.86731e+09
3283357,3278153,5199,0,3,2,588578,540951,47569,7,31,20,2.73953e+09,7.13363e+09,9.87316e+09
3284737,3279551,5180,0,4,2,588988,541350,47583,7,29,19,2.74058e+09,7.1384e+09,9.87898e+09
3286115,3280945,5164,0,4,2,589405,541735,47617,6,28,19,2.74187e+09,7.14248e+09,9.88436e+09
3287493,3282338,5150,0,3,2,589814,542144,47616,6,29,19,2.74349e+09,7.14714e+09,9.89062e+09
3288876,3283730,5140,0,4,2,590230,542557,47618,6,30,19,2.7451e+09,7.15194e+09,9.89703e+09
3290254,3285130,5119,0,3,2,590646,542951,47640,6,30,19,2.7467e+09,7.15619e+09,9.90289e+09
3291636,3286526,5105,0,3,2,591060,543344,47661,6,31,18,2.74775e+09,7.16046e+09,9.90821e+09
3293020,3287922,5093,0,3,2,591474,543743,47677,5,30,19,2.74935e+09,7.16482e+09,9.91417e+09
3294401,3289322,5075,0,2,2,591879,544147,47679,6,27,20,2.75135e+09,7.16941e+09,9.92076e+09
3295786,3290732,5050,0,2,2,592286,544532,47704,7,22,21,2.75255e+09,7.17358e+09,9.92613e+09
3297171,3292137,5029,0,2,3,592702,544947,47707,7,22,19,2.75407e+09,7.17849e+09,9.93255e+09
3298558,3293541,5012,0,2,3,593116,545358,47705,8,25,20,2.7543e+09,7.18342e+09,9.93772e+09
3299944,3294948,4991,0,3,2,593516,545761,47701,8,26,20,2.7559e+09,7.18807e+09,9.94397e+09
3301331,3296354,4973,0,2,2,593917,546171,47694,8,22,22,2.75844e+09,7.19272e+09,9.95116e+09
3302718,3297760,4952,0,2,4,594333,546551,47728,6,25,23,2.75923e+09,7.19647e+09,9.9557e+09
3304110,3299172,4933,0,1,4,594750,546946,47755,6,23,20,2.7628e+09,7.20086e+09,9.96366e+09
3305501,3300580,4916,0,1,4,595165,547332,47785,6,23,19,2.76517e+09,7.20469e+09,9.96986e+09
3306893,3301988,4900,0,1,4,595583,547722,47812,7,23,19,2.76588e+09,7.20875e+09,9.97462e+09
3308282,3303406,4872,0,0,4,595985,548123,47814,7,23,18,2.76793e+09,7.21348e+09,9.98141e+09
3309674,3304807,4862,0,0,5,596395,548538,47807,7,24,19,2.76895e+09,7.21808e+09,9.98704e+09
3311066,3306211,4851,0,0,4,596803,548939,47816,7,23,18,2.77076e+09,7.22224e+09,9.993e+09
3312460,3307618,4837,0,0,5,597226,549338,47841,7,22,18,2.77233e+09,7.22639e+09,9.99872e+09
3313850,3309036,4809,0,0,5,597622,549735,47841,7,20,19,2.77359e+09,7.23086e+09,1.00044e+10
3315246,3310443,4798,0,0,5,598041,550166,47830,6,21,18,2.77507e+09,7.2357e+09,1.00108e+10
3316637,3311855,4775,0,1,6,598456,550581,47828,5,22,20,2.77609e+09,7.24022e+09,1.00163e+10
3318034,3313262,4765,0,1,6,598870,550982,47840,5,23,20,2.77656e+09,7.24423e+09,1.00208e+10
3319432,3314673,4752,0,1,6,599274,551394,47833,6,23,18,2.77882e+09,7.24879e+09,1.00276e+10
3320828,3316093,4729,0,0,6,599691,551795,47848,7,24,17,2.78162e+09,7.25319e+09,1.00348e+10
3322226,3317520,4701,0,0,5,600096,552185,47864,7,24,16,2.78364e+09,7.25748e+09,1.00411e+10
3323629,3318936,4688,0,0,5,600515,552566,47902,8,23,16,2.78488e+09,7.26111e+09,1.0046e+10
3325028,3320349,4673,0,0,6,600925,552967,47913,8,24,13,2.78744e+09,7.2653e+09,1.00527e+10
3326431,3321768,4658,0,0,5,601337,553382,47911,8,24,12,2.7879e+09,7.27008e+09,1.0058e+10
3327832,3323189,4638,0,0,5,601744,553784,47920,8,21,11,2.78937e+09,7.27457e+09,1.00639e+10
3329235,3324606,4625,0,0,4,602158,554192,47923,8,22,13,2.78983e+09,7.27894e+09,1.00688e+10
3330637,3326033,4600,0,0,4,602568,554602,47920,8,23,15,2.79029e+09,7.28373e+09,1.0074e+10
3332041,3327450,4586,0,0,5,602985,554989,47951,7,25,13,2.79198e+09,7.28737e+09,1.00794e+10
3333447,3328866,4575,0,1,5,603392,555391,47952,6,27,16,2.79245e+09,7.29143e+09,1.00839e+10
3334854,3330290,4559,0,0,5,603805,555791,47967,6,26,15,2.79467e+09,7.29574e+09,1.00904e+10
3336260,3331711,4544,0,0,5,604229,556179,48002,6,27,15,2.79543e+09,7.29979e+09,1.00952e+10
3337669,3333141,4521,0,2,5,604646,556559,48042,7,24,14,2.79765e+09,7.30352e+09,1.01012e+10
3339076,3334561,4508,0,2,5,605062,556947,48069,6,26,14,2.79864e+09,7.30721e+09,1.01059e+10
3340486,3335986,4493,0,2,5,605485,557347,48090,5,29,14,2.79887e+09,7.31144e+09,1.01103e+10
3341894,3337411,4475,0,3,5,605901,557737,48115,6,30,13,2.79986e+09,7.31541e+09,1.01153e+10
3343304,3338840,4456,0,3,5,606298,558108,48140,8,29,13,2.80237e+09,7.31917e+09,1.01215e+10
3344715,3340266,4441,0,3,5,606702,558529,48127,7,27,12,2.8051e+09,7.32401e+09,1.01291e+10
3346124,3341681,4435,0,3,5,607115,558936,48134,7,28,10,2.80707e+09,7.3279e+09,1.0135e+10
3347536,3343109,4420,0,2,5,607519,559357,48116,7,28,11,2.80859e+09,7.33269e+09,1.01413e+10
3348949,3344533,4409,0,2,5,607938,559746,48147,7,27,11,2.80957e+09,7.33655e+09,1.01461e+10
3350362,3345960,4395,0,2,5,608350,560156,48148,6,29,11,2.81108e+09,7.34096e+09,1.0152e+10
