"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","latCost","actCost","totCost"
3758241,3756299,1939,0,3,0,722624,669440,53133,9,23,19,3.14345e+09,8.29351e+09,1.1437e+10
3759863,3757927,1933,0,3,0,723054,669871,53137,8,22,16,3.14426e+09,8.29651e+09,1.14408e+10
3761487,3759555,1929,0,3,0,723497,670293,53163,8,19,14,3.14608e+09,8.29943e+09,1.14455e+10
3763112,3761179,1930,0,3,0,723929,670721,53167,6,21,14,3.14709e+09,8.30236e+09,1.14495e+10
3764738,3762810,1926,0,2,0,724377,671145,53190,6,23,13,3.14775e+09,8.30542e+09,1.14532e+10
3766364,3764441,1921,0,2,0,724807,671565,53199,5,24,14,3.14775e+09,8.30837e+09,1.14561e+10
3767991,3766075,1914,0,2,0,725240,672000,53196,6,25,13,3.14825e+09,8.31176e+09,1.146e+10
3769616,3767707,1907,0,2,0,725680,672424,53208,7,27,14,3.14875e+09,8.31479e+09,1.14635e+10
3771243,3769339,1902,0,2,0,726113,672850,53213,6,27,17,3.14925e+09,8.31777e+09,1.1467e+10
3772873,3770972,1899,0,2,0,726551,673250,53253,7,24,17,3.15005e+09,8.32033e+09,1.14704e+10
3774502,3772606,1894,0,2,0,726995,673693,53250,7,27,18,3.15085e+09,8.32366e+09,1.14745e+10
3776133,3774240,1891,0,2,0,727440,674144,53246,8,25,17,3.1513e+09,8.32716e+09,1.14785e+10
3777766,3775874,1890,0,2,0,727881,674575,53256,7,24,19,3.15195e+09,8.33022e+09,1.14822e+10
3779399,3777514,1883,0,2,0,728315,675020,53246,8,24,17,3.15309e+09,8.33358e+09,1.14867e+10
3781033,3779150,1881,0,2,0,728764,675430,53287,6,24,17,3.15408e+09,8.33641e+09,1.14905e+10
3782668,3780791,1875,0,2,0,729214,675846,53319,7,24,18,3.15458e+09,8.33927e+09,1.14938e+10
3784304,3782432,1870,0,2,0,729648,676257,53339,8,27,17,3.15522e+09,8.34202e+09,1.14972e+10
3785940,3784069,1869,0,2,0,730072,676686,53332,7,29,18,3.15621e+09,8.34506e+09,1.15013e+10
3787576,3785711,1863,0,2,0,730494,677114,53326,8,29,17,3.1572e+09,8.34819e+09,1.15054e+10
3789212,3787355,1855,0,2,0,730936,677529,53352,9,29,17,3.15769e+09,8.35111e+09,1.15088e+10
3790849,3788999,1848,0,2,0,731370,677950,53368,9,26,17,3.15813e+09,8.354e+09,1.15121e+10
3792489,3790639,1848,0,2,0,731812,678361,53397,9,27,18,3.15863e+09,8.35662e+09,1.15152e+10
3794128,3792287,1839,0,2,0,732252,678811,53391,9,23,18,3.15941e+09,8.36002e+09,1.15194e+10
3795769,3793936,1831,0,2,0,732696,679235,53412,9,23,17,3.16068e+09,8.36304e+09,1.15237e+10
3797411,3795581,1828,0,2,0,733130,679669,53413,9,22,17,3.16161e+09,8.36608e+09,1.15277e+10
3799054,3797231,1821,0,2,0,733568,680098,53419,10,24,17,3.16176e+09,8.36927e+09,1.1531e+10
3800695,3798878,1815,0,2,0,734005,680516,53437,8,28,16,3.16205e+09,8.37201e+09,1.15341e+10
3802339,3800522,1815,0,2,0,734459,680957,53448,9,29,16,3.16254e+09,8.37521e+09,1.15378e+10
3803984,3802175,1807,0,2,0,734886,681384,53447,7,31,17,3.16254e+09,8.37829e+09,1.15408e+10
3805630,3803828,1799,0,3,0,735318,681816,53448,7,31,16,3.16283e+09,8.3813e+09,1.15441e+10
3807276,3805484,1789,0,3,0,735758,682245,53461,7,31,14,3.16327e+09,8.3843e+09,1.15476e+10
3808922,3807132,1787,0,3,0,736203,682694,53460,6,30,13,3.1637e+09,8.38758e+09,1.15513e+10
3810568,3808784,1782,0,2,0,736638,683120,53470,6,30,12,3.16467e+09,8.39058e+09,1.15552e+10
3812213,3810436,1775,0,2,0,737064,683539,53472,7,32,14,3.16467e+09,8.39349e+09,1.15582e+10
3813864,3812088,1774,0,2,0,737494,683968,53469,7,36,14,3.1653e+09,8.39646e+09,1.15618e+10
3815514,3813743,1769,0,2,0,737940,684368,53512,7,40,13,3.16592e+09,8.39893e+09,1.15649e+10
3817166,3815399,1765,0,2,0,738383,684779,53543,7,40,14,3.16785e+09,8.40154e+09,1.15694e+10
3818818,3817054,1762,0,2,0,738818,685209,53546,6,43,14,3.16813e+09,8.4046e+09,1.15727e+10
3820471,3818712,1757,0,2,0,739258,685605,53583,8,48,14,3.16828e+09,8.40712e+09,1.15754e+10
3822123,3820368,1752,0,3,0,739704,686025,53609,10,45,15,3.16904e+09,8.41004e+09,1.15791e+10
3823777,3822025,1749,0,3,0,740161,686437,53655,11,43,15,3.16966e+09,8.41289e+09,1.15826e+10
3825433,3823683,1747,0,3,0,740602,686835,53697,12,43,15,3.16966e+09,8.41547e+09,1.15851e+10
3827088,3825347,1739,0,2,0,741041,687251,53722,11,43,14,3.17105e+09,8.41842e+09,1.15895e+10
3828744,3827010,1731,0,3,0,741487,687651,53765,12,44,15,3.172e+09,8.42106e+09,1.15931e+10
3830403,3828671,1729,0,3,0,741926,688069,53785,12,44,16,3.17261e+09,8.42392e+09,1.15965e+10
3832062,3830332,1727,0,3,0,742361,688492,53803,8,43,15,3.17399e+09,8.42677e+09,1.16008e+10
3833721,3831991,1727,0,3,0,742792,688902,53820,9,45,16,3.17399e+09,8.4295e+09,1.16035e+10
3835380,3833656,1720,0,4,0,743240,689313,53858,10,43,16,3.17413e+09,8.43232e+09,1.16065e+10
3837041,3835318,1719,0,4,0,743683,689726,53886,10,45,16,3.17602e+09,8.43519e+09,1.16112e+10
3838703,3836985,1714,0,4,0,744130,690151,53914,8,42,15,3.17677e+09,8.43813e+09,1.16149e+10
3840367,3838651,1712,0,4,0,744570,690568,53940,10,38,14,3.17814e+09,8.44097e+09,1.16191e+10
3842031,3840318,1709,0,4,0,745003,690980,53961,10,38,14,3.17955e+09,8.44349e+09,1.1623e+10
3843695,3841988,1703,0,4,0,745454,691394,53993,10,43,14,3.17969e+09,8.44625e+09,1.16259e+10
3845361,3843666,1691,0,4,0,745896,691816,54013,8,45,14,3.18063e+09,8.44922e+09,1.16299e+10
3847028,3845337,1685,0,6,0,746344,692205,54073,8,44,14,3.18171e+09,8.45154e+09,1.16332e+10
3848695,3847006,1683,0,6,0,746788,692597,54127,9,43,12,3.18339e+09,8.45391e+09,1.16373e+10
3850362,3848672,1684,0,6,0,747231,693019,54142,10,46,14,3.18339e+09,8.45676e+09,1.16401e+10
3852031,3850344,1682,0,5,0,747681,693432,54178,11,44,16,3.1852e+09,8.45947e+09,1.16447e+10
3853700,3852018,1678,0,4,0,748119,693836,54207,13,47,16,3.18627e+09,8.46205e+09,1.16483e+10
3855369,3853695,1672,0,2,0,748555,694250,54226,13,49,17,3.18669e+09,8.4648e+09,1.16515e+10
3857040,3855373,1665,0,2,0,748994,694673,54240,14,48,19,3.18744e+09,8.46771e+09,1.16551e+10
3858712,3857048,1662,0,2,0,749429,695069,54280,14,49,17,3.18845e+09,8.47004e+09,1.16585e+10
3860386,3858729,1655,0,2,0,749865,695496,54286,17,48,18,3.18938e+09,8.47323e+09,1.16626e+10
3862059,3860408,1649,0,2,0,750306,695907,54315,19,46,19,3.19044e+09,8.47603e+09,1.16665e+10
3863735,3862083,1650,0,2,0,750759,696364,54307,21,48,19,3.19058e+09,8.47959e+09,1.16702e+10
3865412,3863765,1646,0,1,0,751191,696782,54320,20,51,18,3.19192e+09,8.48243e+09,1.16743e+10
3867088,3865445,1642,0,1,0,751631,697207,54334,20,52,18,3.19293e+09,8.48522e+09,1.16781e+10
3868766,3867133,1632,0,1,0,752079,697638,54349,19,55,18,3.19398e+09,8.48849e+09,1.16825e+10
3870445,3868815,1629,0,1,0,752535,698047,54395,21,54,18,3.1955e+09,8.49105e+09,1.16865e+10
3872124,3870497,1626,0,1,0,752975,698468,54420,21,50,16,3.19756e+09,8.49385e+09,1.16914e+10
3873804,3872178,1625,0,1,0,753418,698878,54455,21,49,15,3.19893e+09,8.49654e+09,1.16955e+10
3875485,3873867,1617,0,1,0,753860,699278,54499,23,46,14,3.20011e+09,8.49909e+09,1.16992e+10
3877167,3875551,1615,0,1,0,754298,699693,54527,21,44,13,3.20157e+09,8.50174e+09,1.17033e+10
3878849,3877235,1614,0,0,0,754747,700104,54568,21,42,12,3.20307e+09,8.50435e+09,1.17074e+10
3880528,3878923,1605,0,0,0,755201,700517,54609,21,42,12,3.20321e+09,8.50696e+09,1.17102e+10
3882212,3880609,1603,0,0,0,755649,700926,54643,22,45,13,3.20321e+09,8.50953e+09,1.17127e+10
3883897,3882299,1598,0,0,0,756094,701342,54671,23,45,13,3.2047e+09,8.51218e+09,1.17169e+10
3885583,3883990,1593,0,0,0,756545,701770,54697,20,46,12,3.20588e+09,8.51498e+09,1.17209e+10
3887269,3885678,1591,0,0,0,756969,702174,54720,18,43,14,3.20678e+09,8.51732e+09,1.17241e+10
3888955,3887369,1586,0,0,0,757409,702613,54723,15,42,16,3.20751e+09,8.52031e+09,1.17278e+10
3890643,3889064,1579,0,0,0,757860,703032,54758,15,39,16,3.20944e+09,8.52301e+09,1.17325e+10
3892332,3890758,1574,0,0,0,758307,703466,54770,15,38,18,3.21016e+09,8.5259e+09,1.17361e+10
3894022,3892451,1571,0,0,0,758763,703892,54802,13,39,17,3.21057e+09,8.52867e+09,1.17392e+10
3895712,3894148,1564,0,0,0,759211,704309,54836,14,37,15,3.21173e+09,8.53126e+09,1.1743e+10
3897401,3895841,1560,0,0,0,759659,704710,54885,12,36,16,3.21258e+09,8.53348e+09,1.17461e+10
3899094,3897536,1558,0,0,0,760116,705136,54918,10,35,17,3.21272e+09,8.5362e+09,1.17489e+10
3900786,3899233,1553,0,0,0,760565,705549,54953,7,39,17,3.2133e+09,8.53874e+09,1.1752e+10
3902480,3900932,1548,0,0,0,761010,705970,54974,6,41,19,3.21356e+09,8.54141e+09,1.1755e+10
3904175,3902634,1540,0,1,0,761455,706391,54998,6,42,18,3.21446e+09,8.54408e+09,1.17585e+10
3905871,3904331,1539,0,1,0,761886,706830,54993,5,43,15,3.21574e+09,8.54693e+09,1.17627e+10
3907566,3906032,1533,0,1,0,762335,707274,55002,3,41,15,3.21734e+09,8.54998e+09,1.17673e+10
3909264,3907736,1527,0,1,0,762783,707697,55024,4,43,15,3.21823e+09,8.55264e+09,1.17709e+10
3910963,3909438,1524,0,1,0,763234,708104,55067,5,42,16,3.21849e+09,8.55491e+09,1.17734e+10
3912661,3911137,1523,0,1,0,763682,708512,55107,7,40,16,3.2192e+09,8.55731e+09,1.17765e+10
3914361,3912840,1520,0,1,0,764125,708917,55145,7,40,16,3.21991e+09,8.55956e+09,1.17795e+10
3916061,3914543,1517,0,1,0,764578,709328,55192,6,36,16,3.22193e+09,8.56191e+09,1.17838e+10
3917761,3916249,1512,0,0,0,765026,709758,55209,7,38,14,3.22338e+09,8.56466e+09,1.1788e+10
3919464,3917959,1505,0,0,0,765452,710177,55210,9,41,15,3.22382e+09,8.56737e+09,1.17912e+10
3921167,3919668,1499,0,0,0,765894,710617,55214,8,40,15,3.22483e+09,8.57024e+09,1.17951e+10
3922872,3921376,1496,0,0,0,766338,711038,55236,7,40,17,3.22597e+09,8.5729e+09,1.17989e+10
3924577,3923085,1492,0,0,0,766784,711463,55254,6,44,17,3.22654e+09,8.57553e+09,1.18021e+10
3926280,3924796,1484,0,0,0,767230,711901,55266,8,39,16,3.22811e+09,8.57843e+09,1.18065e+10
3927988,3926514,1474,0,0,0,767679,712334,55283,9,38,15,3.22955e+09,8.58125e+09,1.18108e+10
3929695,3928226,1469,0,0,0,768124,712755,55305,10,38,16,3.22981e+09,8.5838e+09,1.18136e+10
3931402,3929936,1465,0,1,0,768567,713191,55312,11,39,14,3.23038e+09,8.58669e+09,1.18171e+10
3933111,3931647,1463,0,1,0,769024,713601,55357,10,40,16,3.23051e+09,8.58927e+09,1.18198e+10
3934821,3933360,1460,0,1,0,769483,714007,55407,11,42,16,3.23051e+09,8.59158e+09,1.18221e+10
3936532,3935073,1458,0,1,0,769931,714424,55435,13,43,16,3.23107e+09,8.59415e+09,1.18252e+10
3938242,3936794,1447,0,1,0,770382,714837,55477,13,40,15,3.23306e+09,8.59667e+09,1.18297e+10
3939955,3938513,1441,0,1,0,770825,715268,55486,13,43,15,3.23306e+09,8.5995e+09,1.18326e+10
3941668,3940230,1437,0,1,0,771279,715709,55501,13,40,16,3.23448e+09,8.60238e+09,1.18369e+10
3943382,3941947,1434,0,1,0,771729,716143,55519,12,43,12,3.23486e+09,8.60514e+09,1.184e+10
3945098,3943666,1431,0,1,0,772183,716586,55532,10,43,12,3.23628e+09,8.60791e+09,1.18442e+10
3946815,3945384,1431,0,0,0,772632,717026,55540,11,44,11,3.2377e+09,8.61081e+09,1.18485e+10
3948532,3947104,1428,0,0,0,773087,717454,55567,12,42,12,3.23868e+09,8.61342e+09,1.18521e+10
3950250,3948826,1424,0,0,0,773542,717874,55602,14,41,11,3.23907e+09,8.61602e+09,1.18551e+10
3951967,3950549,1418,0,0,0,773987,718303,55613,15,44,12,3.2392e+09,8.61881e+09,1.1858e+10
3953686,3952274,1412,0,0,0,774448,718722,55653,16,45,12,3.24018e+09,8.6213e+09,1.18615e+10
3955407,3953998,1409,0,0,0,774888,719149,55665,16,46,12,3.24141e+09,8.62379e+09,1.18652e+10
3957129,3955723,1406,0,0,0,775343,719564,55704,17,47,11,3.24354e+09,8.6263e+09,1.18698e+10
3958852,3957452,1400,0,0,0,775789,719993,55723,17,44,12,3.24536e+09,8.62899e+09,1.18743e+10
3960576,3959179,1397,0,0,0,776237,720409,55756,14,44,14,3.24634e+09,8.63151e+09,1.18779e+10
3962301,3960909,1392,0,0,0,776696,720833,55790,12,48,13,3.24731e+09,8.63409e+09,1.18814e+10
3964027,3962640,1387,0,0,0,777155,721264,55818,11,47,15,3.24828e+09,8.63684e+09,1.18851e+10
3965752,3964372,1380,0,0,0,777600,721669,55855,13,48,15,3.24968e+09,8.63917e+09,1.18888e+10
3967478,3966102,1376,0,0,0,778051,722092,55880,15,49,15,3.25022e+09,8.64173e+09,1.1892e+10
3969203,3967832,1371,0,0,0,778505,722516,55908,15,51,15,3.25132e+09,8.6444e+09,1.18957e+10
3970930,3969563,1367,0,0,0,778957,722942,55934,15,51,15,3.25157e+09,8.64696e+09,1.18985e+10
3972657,3971301,1356,0,0,0,779407,723366,55955,16,52,18,3.25199e+09,8.64964e+09,1.19016e+10
3974387,3973038,1349,0,0,0,779846,723785,55976,17,51,17,3.25367e+09,8.65217e+09,1.19058e+10
3976117,3974771,1346,0,0,0,780293,724203,56007,16,49,18,3.25404e+09,8.65465e+09,1.19087e+10
3977848,3976504,1344,0,0,0,780744,724633,56028,17,46,20,3.2555e+09,8.65718e+09,1.19127e+10
3979580,3978243,1336,0,1,0,781205,725073,56046,16,51,19,3.25701e+09,8.66006e+09,1.19171e+10
3981313,3979980,1332,0,1,0,781655,725497,56072,14,50,22,3.25738e+09,8.66273e+09,1.19201e+10
3983046,3981712,1333,0,1,0,782101,725924,56087,14,51,25,3.25763e+09,8.66538e+09,1.1923e+10
3984780,3983451,1327,0,2,0,782550,726344,56115,14,52,25,3.259e+09,8.66783e+09,1.19268e+10
3986516,3985188,1326,0,2,0,782997,726767,56136,15,54,25,3.25925e+09,8.67038e+09,1.19296e+10
3988251,3986922,1327,0,2,0,783445,727193,56159,14,55,24,3.26032e+09,8.67292e+09,1.19332e+10
3989986,3988661,1323,0,2,0,783895,727624,56179,16,52,24,3.26206e+09,8.67547e+09,1.19375e+10
3991723,3990400,1321,0,2,0,784363,728037,56234,18,52,22,3.26326e+09,8.67782e+09,1.19411e+10
3993463,3992145,1315,0,3,0,784815,728457,56265,19,50,24,3.26392e+09,8.68037e+09,1.19443e+10
3995203,3993887,1313,0,3,0,785277,728891,56295,20,48,23,3.26511e+09,8.68309e+09,1.19482e+10
3996943,3995632,1308,0,3,0,785740,729315,56331,19,51,24,3.26565e+09,8.68572e+09,1.19514e+10
3998683,3997374,1306,0,3,0,786186,729741,56350,20,51,24,3.267e+09,8.68834e+09,1.19553e+10
4000425,3999118,1304,0,3,0,786640,730158,56389,19,50,24,3.26831e+09,8.69081e+09,1.19591e+10
4002165,4000867,1296,0,2,0,787076,730588,56396,18,49,25,3.27019e+09,8.69339e+09,1.19636e+10
4003910,4002615,1294,0,1,0,787526,731025,56410,18,48,25,3.2715e+09,8.69605e+09,1.19676e+10
4005654,4004362,1291,0,1,0,787973,731460,56423,19,46,25,3.27334e+09,8.69878e+09,1.19721e+10
4007401,4006110,1290,0,1,0,788423,731918,56419,15,48,23,3.27411e+09,8.70169e+09,1.19758e+10
4009149,4007859,1289,0,1,0,788884,732349,56452,16,44,23,3.27622e+09,8.70441e+09,1.19806e+10
4010897,4009607,1289,0,1,0,789340,732785,56477,11,44,23,3.27675e+09,8.70706e+09,1.19838e+10
4012646,4011356,1289,0,1,0,789792,733198,56516,12,45,21,3.27793e+09,8.70931e+09,1.19872e+10
4014393,4013109,1283,0,1,0,790242,733639,56525,13,45,20,3.27955e+09,8.71198e+09,1.19915e+10
4016144,4014867,1275,0,2,0,790689,734077,56533,13,47,19,3.28036e+09,8.71465e+09,1.1995e+10
4017896,4016619,1275,0,2,0,791156,734506,56567,13,49,21,3.281e+09,8.71718e+09,1.19982e+10
4019649,4018373,1274,0,2,0,791603,734930,56586,14,49,24,3.28233e+09,8.71973e+09,1.20021e+10
4021402,4020130,1271,0,1,0,792058,735337,56631,16,50,24,3.28338e+09,8.72213e+09,1.20055e+10
4023156,4021886,1269,0,1,0,792507,735753,56666,15,49,24,3.28374e+09,8.72445e+09,1.20082e+10
4024910,4023644,1265,0,1,0,792961,736210,56667,14,47,23,3.28503e+09,8.7274e+09,1.20124e+10
4026664,4025401,1262,0,1,0,793413,736639,56693,15,46,20,3.28711e+09,8.72996e+09,1.20171e+10
4028421,4027162,1258,0,1,0,793873,737070,56721,15,45,22,3.28735e+09,8.73249e+09,1.20198e+10
4030179,4028925,1253,0,1,0,794328,737509,56735,17,45,22,3.28839e+09,8.73518e+09,1.20236e+10
4031938,4030691,1246,0,1,0,794782,737928,56771,16,46,21,3.2897e+09,8.73756e+09,1.20273e+10
4033698,4032456,1241,0,1,0,795251,738366,56803,13,45,24,3.29062e+09,8.74007e+09,1.20307e+10
4035459,4034218,1240,0,1,0,795710,738805,56823,13,47,22,3.29233e+09,8.74271e+09,1.2035e+10
4037221,4035981,1239,0,1,0,796184,739218,56883,13,46,24,3.29321e+09,8.74512e+09,1.20383e+10
4038982,4037751,1230,0,1,0,796639,739655,56899,12,50,23,3.2936e+09,8.74784e+09,1.20414e+10
4040745,4039517,1227,0,1,0,797094,740082,56932,11,48,21,3.29554e+09,8.75023e+09,1.20458e+10
4042508,4041287,1220,0,1,0,797556,740502,56978,11,43,22,3.29708e+09,8.75266e+09,1.20497e+10
4044271,4043054,1216,0,1,0,797997,740896,57026,12,41,22,3.29772e+09,8.75453e+09,1.20522e+10
4046036,4044824,1211,0,1,0,798453,741329,57050,13,43,18,3.29862e+09,8.75697e+09,1.20556e+10
4047803,4046591,1210,0,2,0,798907,741768,57066,12,41,20,3.29953e+09,8.75946e+09,1.2059e+10
4049571,4048361,1208,0,2,0,799358,742196,57087,14,40,21,3.30055e+09,8.76191e+09,1.20625e+10
4051339,4050135,1202,0,2,0,799814,742601,57139,15,40,19,3.30141e+09,8.7641e+09,1.20655e+10
4053108,4051908,1198,0,2,0,800271,743020,57173,11,45,22,3.30192e+09,8.7664e+09,1.20683e+10
4054877,4053685,1190,0,2,0,800729,743481,57171,12,43,22,3.30322e+09,8.76922e+09,1.20724e+10
4056648,4055457,1190,0,1,0,801182,743910,57196,12,43,21,3.30423e+09,8.77158e+09,1.20758e+10
4058420,4057233,1186,0,1,0,801642,744339,57226,11,45,21,3.30462e+09,8.77399e+09,1.20786e+10
4060192,4059007,1183,0,2,0,802089,744784,57232,10,41,22,3.3063e+09,8.77658e+09,1.20829e+10
4061965,4060786,1177,0,2,0,802541,745199,57266,11,44,21,3.30665e+09,8.77882e+09,1.20855e+10
4063739,4062561,1176,0,2,0,802996,745628,57288,11,48,21,3.30676e+09,8.78118e+09,1.20879e+10
4065514,4064338,1174,0,2,0,803455,746060,57317,9,47,22,3.30832e+09,8.78363e+09,1.20919e+10
4067289,4066114,1173,0,2,0,803920,746491,57350,10,47,22,3.30894e+09,8.78607e+09,1.2095e+10
4069065,4067892,1171,0,2,0,804386,746911,57397,11,43,24,3.30979e+09,8.78837e+09,1.20982e+10
4070842,4069674,1166,0,2,0,804840,747354,57411,12,41,22,3.31091e+09,8.79108e+09,1.2102e+10
4072621,4071452,1167,0,2,0,805294,747802,57421,12,39,20,3.31202e+09,8.79363e+09,1.21057e+10
4074401,4073233,1166,0,2,0,805760,748198,57492,13,38,19,3.3128e+09,8.79563e+09,1.21084e+10
4076182,4075018,1162,0,2,0,806221,748606,57543,13,39,20,3.31318e+09,8.79775e+09,1.21109e+10
4077960,4076802,1156,0,2,0,806687,749046,57567,11,39,24,3.31368e+09,8.80023e+09,1.21139e+10
4079742,4078585,1155,0,2,0,807152,749470,57614,9,37,22,3.31533e+09,8.80236e+09,1.21177e+10
4081524,4080371,1151,0,2,0,807590,749880,57641,8,39,22,3.31582e+09,8.80445e+09,1.21203e+10
4083307,4082158,1147,0,2,0,808060,750308,57684,8,37,23,3.31732e+09,8.80672e+09,1.2124e+10
4085092,4083947,1143,0,2,0,808518,750712,57738,8,38,22,3.31858e+09,8.80867e+09,1.21272e+10
4086877,4085736,1138,0,3,0,808975,751154,57753,8,37,23,3.31892e+09,8.81108e+09,1.213e+10
4088663,4087523,1137,0,3,0,809428,751573,57790,9,36,20,3.3204e+09,8.81329e+09,1.21337e+10
4090449,4089314,1132,0,3,0,809901,752010,57823,10,37,21,3.32074e+09,8.81577e+09,1.21365e+10
4092235,4091104,1128,0,3,0,810348,752438,57841,10,38,21,3.3212e+09,8.81805e+09,1.21392e+10
4094023,4092897,1124,0,2,0,810807,752884,57856,10,38,19,3.32253e+09,8.82051e+09,1.2143e+10
4095812,4094686,1124,0,2,0,811269,753329,57876,10,37,17,3.32336e+09,8.82297e+09,1.21463e+10
4097601,4096482,1116,0,3,0,811738,753767,57903,10,41,17,3.32385e+09,8.82541e+09,1.21493e+10
4099390,4098279,1108,0,3,0,812199,754198,57936,8,39,18,3.32521e+09,8.82772e+09,1.21529e+10
4101182,4100073,1106,0,3,0,812647,754622,57965,7,37,16,3.32626e+09,8.82983e+09,1.21561e+10
4102975,4101868,1104,0,3,0,813115,755066,57990,8,35,16,3.32739e+09,8.83242e+09,1.21598e+10
4104767,4103665,1098,0,4,0,813571,755495,58023,8,31,14,3.32874e+09,8.83464e+09,1.21634e+10
4106559,4105466,1090,0,3,0,814038,755934,58048,8,32,16,3.32934e+09,8.837e+09,1.21663e+10
4108353,4107270,1080,0,3,0,814482,756366,58063,10,32,11,3.33065e+09,8.83939e+09,1.217e+10
4110150,4109066,1081,0,3,0,814941,756785,58104,10,31,11,3.33147e+09,8.84149e+09,1.2173e+10
4111948,4110860,1085,0,3,0,815405,757225,58130,9,31,10,3.33222e+09,8.84379e+09,1.2176e+10
4113745,4112654,1088,0,3,0,815873,757638,58180,10,35,10,3.33259e+09,8.84586e+09,1.21785e+10
4115542,4114454,1085,0,3,0,816344,758098,58195,11,32,8,3.33367e+09,8.84844e+09,1.21821e+10
4117341,4116257,1081,0,3,0,816802,758532,58218,10,31,11,3.33416e+09,8.85074e+09,1.21849e+10
4119140,4118063,1074,0,3,0,817256,758963,58235,9,35,14,3.33416e+09,8.85312e+09,1.21873e+10
4120940,4119866,1071,0,3,0,817711,759395,58257,10,36,13,3.33527e+09,8.85544e+09,1.21907e+10
4122742,4121675,1063,0,4,0,818181,759796,58327,8,38,12,3.33601e+09,8.8574e+09,1.21934e+10
4124544,4123479,1062,0,3,0,818645,760219,58367,7,39,13,3.33686e+09,8.85961e+09,1.21965e+10
4126347,4125285,1059,0,3,0,819106,760672,58376,8,36,14,3.33793e+09,8.8621e+09,1.22e+10
4128152,4127091,1058,0,3,0,819562,761117,58386,7,37,15,3.33852e+09,8.86445e+09,1.2203e+10
4129958,4128896,1059,0,3,0,820019,761553,58405,7,39,15,3.33874e+09,8.86681e+09,1.22055e+10
4131765,4130701,1061,0,3,0,820472,761985,58426,8,39,14,3.33958e+09,8.86893e+09,1.22085e+10
4133573,4132509,1061,0,3,0,820922,762404,58456,10,39,13,3.33969e+09,8.87105e+09,1.22107e+10
4135382,4134318,1061,0,3,0,821372,762833,58477,9,41,12,3.34101e+09,8.87314e+09,1.22141e+10
4137192,4136131,1058,0,3,0,821840,763266,58512,9,40,13,3.34222e+09,8.87541e+09,1.22176e+10
4139003,4137947,1052,0,4,0,822313,763688,58561,10,38,16,3.3428e+09,8.87759e+09,1.22204e+10
4140815,4139760,1051,0,4,0,822787,764123,58603,8,37,16,3.34313e+09,8.8798e+09,1.22229e+10
4142626,4141574,1050,0,2,0,823243,764559,58623,9,37,15,3.34429e+09,8.88202e+09,1.22263e+10
4144437,4143390,1045,0,2,0,823718,764984,58674,8,38,14,3.34488e+09,8.88411e+09,1.2229e+10
4146251,4145204,1045,0,2,0,824191,765390,58737,10,41,13,3.34524e+09,8.88605e+09,1.22313e+10
4148064,4147022,1040,0,2,0,824663,765821,58777,11,41,13,3.34571e+09,8.88824e+09,1.22339e+10
4149879,4148838,1039,0,2,0,825125,766246,58811,13,42,13,3.34607e+09,8.89038e+09,1.22365e+10
4151696,4150653,1041,0,2,0,825583,766688,58830,13,39,13,3.34654e+09,8.89268e+09,1.22392e+10
4153514,4152475,1037,0,2,0,826026,767114,58846,11,42,13,3.34676e+09,8.8949e+09,1.22417e+10
4155333,4154297,1035,0,1,0,826489,767578,58845,12,41,13,3.3477e+09,8.89748e+09,1.22452e+10
4157152,4156116,1035,0,1,0,826950,767993,58891,13,40,13,3.34913e+09,8.89949e+09,1.22486e+10
4158970,4157939,1031,0,0,0,827419,768411,58944,12,39,13,3.34935e+09,8.9015e+09,1.22509e+10
4160788,4159762,1026,0,0,0,827902,768871,58965,11,42,13,3.34992e+09,8.90404e+09,1.2254e+10
4162610,4161586,1023,0,0,1,828355,769289,59001,10,41,14,3.3505e+09,8.90604e+09,1.22565e+10
4164432,4163408,1023,0,0,1,828815,769722,59028,11,42,12,3.35107e+09,8.90816e+09,1.22592e+10
4166255,4165236,1018,0,0,1,829283,770158,59058,10,45,12,3.35143e+09,8.91053e+09,1.2262e+10
4168080,4167066,1013,0,0,1,829740,770596,59072,12,46,14,3.35178e+09,8.91291e+09,1.22647e+10
4169906,4168894,1011,0,0,1,830212,771033,59111,11,43,14,3.35221e+09,8.91508e+09,1.22673e+10
4171733,4170723,1009,0,0,1,830687,771489,59126,12,45,15,3.35257e+09,8.91757e+09,1.22701e+10
4173560,4172555,1004,0,0,1,831148,771926,59151,13,43,15,3.35338e+09,8.91987e+09,1.22733e+10
4175389,4174389,999,0,0,1,831610,772363,59178,14,41,14,3.3537e+09,8.92221e+09,1.22759e+10
4177219,4176223,995,0,0,1,832074,772808,59200,16,35,15,3.35519e+09,8.92468e+09,1.22799e+10
4179049,4178054,994,0,0,1,832541,773251,59228,14,35,13,3.35611e+09,8.92703e+09,1.22831e+10
4180880,4179888,991,0,0,1,833003,773699,59240,14,36,14,3.35621e+09,8.92941e+09,1.22856e+10
4182711,4181722,988,0,0,1,833468,774120,59282,16,37,13,3.35642e+09,8.93155e+09,1.2288e+10
4184543,4183556,986,0,0,1,833938,774568,59305,17,34,14,3.35748e+09,8.9339e+09,1.22914e+10
4186376,4185392,983,0,0,1,834403,774981,59359,15,34,14,3.35864e+09,8.93574e+09,1.22944e+10
