"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","cost"
250000000,245839452,4151598,1934,4968,2048,31400000,25500948,5892120,1107,4130,1695,0
250092946,245944771,4139206,1973,4944,2052,31440659,25549452,5884259,1149,4126,1673,0
250185969,246050307,4126684,1966,4957,2055,31481346,25597918,5876412,1205,4141,1670,0
250279047,246155802,4114249,1945,4972,2079,31522029,25646645,5868358,1229,4121,1676,0
250372185,246261264,4101909,1971,4973,2068,31562710,25695047,5860569,1257,4159,1678,0
250465361,246366502,4089826,1987,4978,2068,31603345,25743345,5852873,1256,4169,1702,0
250558645,246471814,4077794,1958,5005,2074,31644058,25791878,5845080,1261,4136,1703,0
250652025,246577434,4065520,1937,5034,2100,31684800,25840213,5837440,1273,4167,1707,0
250745451,246683114,4053286,1943,5022,2086,31725462,25888473,5829769,1286,4199,1735,0
250838913,246788657,4041212,1937,5025,2082,31766294,25936816,5822246,1296,4184,1752,0
250932452,246894329,4029104,1962,5009,2048,31806919,25985416,5814271,1310,4172,1750,0
251025944,246999861,4017083,1942,4997,2061,31847616,26033628,5806707,1315,4218,1748,0
251119608,247105318,4005307,1935,4986,2062,31888278,26081555,5799427,1338,4196,1762,0
251213314,247210993,3993372,1932,4986,2031,31928883,26129684,5791933,1347,4163,1756,0
251306996,247316547,3981485,1939,4980,2045,31969467,26177596,5784572,1363,4162,1774,0
251400840,247422219,3969719,1906,4971,2025,32010117,26225951,5776890,1354,4161,1761,0
251494645,247527843,3957899,1898,4994,2011,32050686,26273855,5769550,1341,4186,1754,0
251588532,247633672,3945987,1880,4996,1997,32091344,26321711,5762316,1364,4217,1736,0
251682482,247739471,3934139,1908,4968,1996,32131938,26369648,5754933,1375,4238,1744,0
251776555,247845207,3922479,1902,4959,2008,32172568,26417837,5747365,1359,4244,1763,0
251870650,247951123,3910652,1910,4948,2017,32213150,26465645,5740143,1353,4247,1762,0
251964860,248056914,3899045,1912,4964,2025,32253747,26513432,5732943,1367,4247,1758,0
252059059,248162745,3887422,1914,4972,2006,32294386,26561370,5725627,1370,4248,1771,0
252153338,248268566,3875920,1871,4970,2011,32334935,26609148,5718335,1404,4280,1768,0
252247684,248374338,3864486,1901,4931,2028,32375476,26656845,5711183,1387,4283,1778,0
