"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","cost"
250000000,245839452,4151598,1934,4968,2048,31400000,25500948,5892120,1107,4130,1695,0
250092995,245944872,4139114,1978,4996,2035,31440711,25549442,5884296,1140,4130,1703,0
250185988,246050176,4126783,1976,5019,2034,31481443,25598160,5876236,1154,4163,1730,0
250279154,246155678,4114451,1969,5012,2044,31522080,25646608,5868380,1200,4181,1711,0
250372308,246261195,4102098,1969,5017,2029,31562834,25694894,5860817,1218,4191,1714,0
250465463,246366806,4089601,1971,5044,2041,31603609,25743450,5852978,1240,4241,1700,0
250558724,246472136,4077538,1958,5044,2048,31644278,25791329,5845720,1255,4281,1693,0
250651985,246577620,4065312,1980,5021,2052,31685101,25839616,5838250,1281,4249,1705,0
250745363,246683443,4052857,1966,5017,2080,31725792,25888012,5830552,1285,4259,1684,0
250838763,246789037,4040681,1957,5010,2078,31766473,25936366,5822850,1292,4268,1697,0
250932386,246894421,4028925,1944,5032,2064,31807210,25984570,5815384,1310,4262,1684,0
251025901,246999778,4017088,1961,5012,2062,31847948,26032856,5807842,1310,4228,1712,0
251119516,247105149,4005341,1971,4978,2077,31888618,26080928,5800388,1329,4254,1719,0
251213141,247210724,3993351,1955,5027,2084,31929196,26129127,5792729,1310,4288,1742,0
251306804,247316304,3981481,1952,5013,2054,31969790,26177178,5785238,1316,4296,1762,0
251400569,247421884,3969650,1948,5032,2055,32010471,26225182,5777892,1333,4314,1750,0
251494441,247527596,3957829,1933,5033,2050,32051093,26273048,5770632,1314,4358,1741,0
251588354,247633417,3945945,1902,5030,2060,32091745,26320771,5763552,1353,4341,1728,0
251682365,247739190,3934219,1874,5023,2059,32132280,26368611,5756205,1380,4367,1717,0
251776432,247845105,3922406,1878,4980,2063,32172981,26416292,5749172,1393,4372,1752,0
251870580,247950770,3910877,1884,4976,2073,32213550,26464298,5741741,1396,4358,1757,0
251964841,248056477,3899453,1882,4942,2087,32254095,26511924,5734705,1382,4342,1742,0
252059040,248162317,3887769,1908,4945,2101,32294671,26559714,5727484,1396,4347,1730,0
252153380,248268202,3876232,1898,4954,2094,32335344,26607577,5720309,1390,4348,1720,0
252247792,248374240,3864640,1890,4939,2083,32376041,26655197,5713344,1393,4379,1728,0
252342168,248480179,3853079,1898,4939,2073,32416635,26702948,5706171,1406,4374,1736,0
252436650,248586042,3841720,1891,4907,2090,32457201,26750405,5699290,1417,4358,1731,0
252531207,248691859,3830476,1906,4897,2069,32497772,26797922,5692335,1403,4373,1739,0
252625883,248797938,3819118,1905,4879,2043,32538311,26845249,5685517,1413,4393,1739,0
252720552,248903605,3808096,1889,4894,2068,32578840,26892731,5678499,1404,4433,1773,0
252815325,249009637,3796870,1873,4870,2075,32619398,26940014,5671794,1398,4414,1778,0
252910164,249115919,3785492,1873,4831,2049,32659923,26987188,5665160,1408,4383,1784,0
253004977,249221945,3774310,1869,4816,2037,32700466,27034793,5658100,1404,4390,1779,0
253099904,249328054,3763145,1869,4777,2059,32740970,27082140,5651283,1397,4371,1779,0
253194893,249434256,3751991,1867,4731,2048,32781523,27129494,5644444,1386,4417,1782,0
253289861,249540456,3740795,1856,4719,2035,32821957,27176506,5637876,1390,4416,1769,0
253384994,249646687,3729728,1862,4710,2007,32862538,27223525,5631449,1418,4384,1762,0
253480166,249752734,3718846,1880,4695,2011,32903097,27270702,5624821,1416,4407,1751,0
253575389,249858827,3707987,1862,4705,2008,32943716,27317967,5618117,1424,4420,1788,0
253670673,249964960,3697150,1905,4672,1986,32984144,27365002,5611521,1457,4390,1774,0
253766056,250071448,3686069,1899,4681,1959,33024583,27411819,5605110,1461,4393,1800,0
253861390,250177743,3675141,1889,4668,1949,33065254,27458833,5598760,1483,4398,1780,0
253956862,250284179,3664180,1888,4671,1944,33105739,27505907,5592217,1480,4375,1760,0
