"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","cost"
250000000,245839452,4151598,1934,4968,2048,31400000,25500948,5892120,1107,4130,1695,0
250093067,245945021,4139074,1947,4979,2046,31440621,25549484,5884138,1144,4146,1709,0
250186082,246050806,4126296,1932,4992,2056,31481349,25598030,5876284,1155,4161,1719,0
250279162,246156289,4113830,1968,5017,2058,31521948,25646273,5868554,1204,4186,1731,0
250372345,246261790,4101479,1965,5028,2083,31562699,25694648,5860924,1218,4193,1716,0
250465591,246367374,4089138,1971,5018,2090,31603340,25743140,5853077,1222,4190,1711,0
250558858,246473008,4076790,1986,5000,2074,31643914,25791518,5845238,1233,4226,1699,0
250652206,246578753,4064419,1958,5004,2072,31684581,25839857,5837559,1259,4215,1691,0
250745684,246684418,4052230,1958,5004,2074,31725236,25888185,5829860,1276,4218,1697,0
250839109,246789820,4040225,1948,5022,2094,31765912,25936341,5822306,1291,4248,1726,0
250932561,246895436,4028094,1969,4982,2080,31806552,25984387,5814840,1295,4287,1743,0
251026167,247000865,4016290,1954,4977,2081,31847323,26032788,5807194,1283,4295,1763,0
251119784,247106193,4004566,1944,4981,2100,31888025,26080974,5799699,1304,4292,1756,0
251213465,247211978,3992463,1944,4980,2100,31928727,26128959,5792395,1313,4288,1772,0
251307167,247317730,3980416,1950,4970,2101,31969354,26176859,5785122,1326,4263,1784,0
251400952,247423383,3968591,1938,4958,2082,32009883,26224828,5777625,1351,4305,1774,0
251494910,247529254,3956711,1931,4941,2073,32050499,26272755,5770328,1344,4308,1764,0
251588807,247635158,3944752,1927,4900,2070,32091162,26320775,5762922,1388,4314,1763,0
251682797,247740948,3932965,1934,4902,2048,32131777,26368400,5755852,1407,4337,1781,0
251776892,247846723,3921308,1944,4889,2028,32172463,26416007,5748881,1418,4357,1800,0
251870988,247952572,3909570,1965,4857,2024,32213015,26463948,5741441,1424,4369,1833,0
251965197,248058528,3897873,1930,4852,2014,32253572,26511610,5734306,1424,4401,1831,0
252059563,248164400,3886301,1922,4902,2038,32294115,26559381,5727107,1420,4368,1839,0
252153899,248270143,3874899,1938,4874,2045,32334659,26606976,5720047,1415,4399,1822,0
252248264,248375852,3863551,1961,4857,2043,32375224,26654634,5712989,1422,4375,1804,0
252342625,248481762,3852031,1941,4863,2028,32415715,26702371,5705760,1397,4381,1806,0
252437214,248587645,3840711,1958,4884,2016,32456291,26749972,5698743,1395,4365,1816,0
252531790,248693525,3829411,1931,4896,2027,32496726,26797387,5691719,1389,4407,1824,0
252626391,248799559,3818026,1935,4868,2003,32537371,26844548,5685215,1402,4381,1825,0
252720975,248905545,3806634,1939,4860,1997,32578082,26891916,5678532,1396,4405,1833,0
252815676,249011567,3795293,1949,4874,1993,32618664,26938973,5672032,1392,4431,1836,0
252910536,249117709,3784103,1931,4815,1978,32659290,26986522,5665133,1390,4425,1820,0
253005375,249224023,3772595,1913,4838,2006,32699826,27033708,5658462,1398,4438,1820,0
253100297,249330120,3761447,1891,4838,2001,32740451,27081226,5651556,1409,4459,1801,0
253195209,249436313,3750180,1871,4842,2003,32780914,27128407,5644805,1414,4468,1820,0
253290272,249542509,3739058,1868,4827,2010,32821552,27175414,5638431,1414,4483,1810,0
253385353,249648462,3728221,1858,4815,1997,32862046,27222518,5631814,1413,4490,1811,0
253480482,249754788,3717071,1828,4816,1979,32902580,27269607,5625277,1407,4488,1801,0
253575695,249861115,3705986,1846,4785,1963,32943164,27316665,5618834,1419,4465,1781,0
253670976,249967229,3695203,1848,4729,1967,32983510,27363519,5612297,1422,4491,1781,0
253766315,250073628,3684145,1825,4752,1965,33024045,27410457,5605865,1432,4503,1788,0
253861704,250180060,3673100,1822,4759,1963,33064505,27457425,5599373,1448,4490,1769,0
253957167,250286357,3662287,1814,4770,1939,33105028,27504733,5592635,1440,4448,1772,0
254052689,250392608,3651496,1816,4796,1973,33145489,27551610,5586288,1447,4402,1742,0
254148249,250499126,3640563,1827,4782,1951,33185980,27598627,5579771,1447,4390,1745,0
254243872,250605521,3629810,1844,4752,1945,33226527,27645675,5573295,1425,4386,1746,0
254339560,250712037,3619007,1836,4732,1948,33266932,27692573,5566782,1424,4405,1748,0
254435346,250818558,3608261,1836,4734,1957,33307500,27739354,5560541,1430,4414,1761,0
254531224,250924992,3597737,1816,4740,1939,33347878,27786057,5554265,1411,4367,1778,0
254627078,251031095,3587490,1839,4728,1926,33388418,27832384,5548468,1444,4349,1773,0
254723000,251137608,3576907,1823,4718,1944,33428907,27879044,5542332,1461,4306,1764,0
254818982,251244237,3566274,1821,4712,1938,33469354,27925680,5536153,1445,4314,1762,0
254915084,251350724,3555921,1841,4675,1923,33509780,27972068,5530162,1424,4363,1763,0
255011296,251457300,3545556,1850,4663,1927,33550192,28018429,5524218,1411,4355,1779,0
255107422,251563893,3535109,1831,4653,1936,33590738,28065080,5518112,1410,4355,1781,0
255203621,251670568,3524665,1823,4627,1938,33631183,28111558,5512106,1435,4326,1758,0
255299987,251777353,3514241,1812,4644,1937,33671717,28157630,5506574,1438,4316,1759,0
255396385,251884003,3503990,1834,4612,1946,33712157,28204103,5500519,1466,4311,1758,0
255492794,251990630,3493808,1814,4589,1953,33752549,28250415,5494572,1462,4335,1765,0
255589328,252097365,3483688,1819,4528,1928,33792942,28296464,5488899,1471,4367,1741,0
255685924,252204325,3473326,1822,4536,1915,33833399,28342908,5482884,1490,4352,1765,0
255782558,252311025,3463290,1805,4529,1909,33873854,28389117,5477065,1478,4424,1770,0
255879347,252417952,3453176,1803,4518,1898,33914290,28435329,5471309,1476,4418,1758,0
255976137,252524736,3443206,1789,4497,1909,33954705,28481365,5465648,1470,4443,1779,0
256072946,252631711,3433071,1806,4440,1918,33995184,28527387,5460109,1483,4427,1778,0
256169833,252738694,3422997,1793,4450,1899,34035656,28573650,5454362,1458,4410,1776,0
256266779,252845843,3412817,1778,4439,1902,34075955,28619842,5448502,1449,4381,1781,0
256363726,252952980,3402674,1768,4419,1885,34116395,28665981,5442812,1457,4384,1761,0
