"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","cost"
250000000,245839452,4151598,1934,4968,2048,31400000,25500948,5892120,1107,4130,1695,0
250092951,245944965,4139057,1944,4940,2045,31440666,25549564,5884141,1136,4117,1708,0
250186023,246050335,4126718,1922,4988,2060,31481397,25598448,5875969,1174,4113,1693,0
250279136,246155581,4114586,1944,4946,2079,31522071,25646864,5868168,1204,4133,1702,0
250372243,246261197,4102085,1952,4912,2097,31562745,25695259,5860418,1226,4145,1697,0
250465370,246366782,4089586,1938,4934,2130,31603363,25743747,5852519,1237,4138,1722,0
250558748,246472493,4077226,1933,4963,2133,31644091,25792217,5844723,1262,4151,1738,0
250652140,246577887,4065173,1936,5009,2135,31684803,25840758,5836862,1271,4139,1773,0
250745546,246683408,4053073,1945,4978,2142,31725532,25889296,5829071,1279,4102,1784,0
250838982,246788977,4040978,1933,4969,2125,31766084,25937377,5821495,1277,4132,1803,0
250932544,246894502,4028971,1941,5014,2116,31806656,25985666,5813794,1294,4112,1790,0
251026094,247000099,4016943,1950,4988,2114,31847324,26033856,5806220,1334,4133,1781,0
251119765,247105800,4004900,1964,5024,2077,31887884,26081842,5798796,1331,4156,1759,0
251213460,247211286,3993075,1997,5033,2069,31928502,26129918,5791271,1342,4186,1785,0
251307255,247316863,3981302,1967,5046,2077,31969040,26178130,5783612,1346,4195,1757,0
251401107,247422695,3969357,1963,5025,2067,32009538,26226088,5776144,1338,4226,1742,0
251494973,247528614,3957335,1970,5006,2048,32050220,26273909,5768942,1386,4240,1743,0
251588941,247634439,3945507,1949,5014,2032,32090854,26321854,5761647,1376,4214,1763,0
251682973,247740027,3933968,1959,4990,2029,32131331,26369756,5754203,1374,4257,1741,0
251777011,247845891,3922126,1961,5000,2033,32171947,26417432,5747154,1374,4263,1724,0
251871118,247951640,3910485,1976,4987,2030,32212477,26465246,5739834,1385,4286,1726,0
251965289,248057384,3898883,1966,4984,2072,32253145,26513188,5732544,1400,4280,1733,0
252059506,248163121,3887346,1982,4996,2061,32293827,26560807,5725601,1397,4292,1730,0
252153784,248269144,3875650,1961,4955,2074,32334361,26608314,5718627,1410,4303,1707,0
252248070,248375017,3864025,1974,4969,2085,32374931,26655827,5711717,1415,4265,1707,0
252342447,248480835,3852581,1988,4974,2069,32415589,26703567,5704589,1415,4286,1732,0
252436916,248586900,3841013,1994,4951,2058,32456197,26751079,5697669,1420,4315,1714,0
252531421,248692619,3829826,1982,4938,2056,32496825,26798638,5690759,1418,4298,1712,0
252626019,248798408,3818694,1935,4940,2042,32537414,26846341,5683693,1398,4252,1730,0
252720743,248904490,3807340,1915,4950,2048,32578030,26893881,5676794,1396,4230,1729,0
252815494,249010522,3796086,1943,4903,2040,32618560,26941192,5669963,1411,4246,1748,0
252910269,249116394,3784990,1927,4915,2043,32659292,26988687,5663215,1392,4228,1770,0
253005087,249222670,3773614,1907,4870,2026,32699796,27036433,5656007,1410,4186,1760,0
253099963,249328779,3762406,1919,4828,2031,32740402,27083822,5649191,1418,4190,1781,0
253194988,249434739,3751450,1917,4839,2043,32780901,27131161,5642354,1409,4206,1771,0
253289991,249540873,3740304,1901,4867,2046,32821443,27178461,5635649,1393,4193,1747,0
253384992,249647122,3729128,1899,4828,2015,32861987,27225422,5629210,1416,4178,1761,0
253480148,249753407,3718038,1903,4799,2001,32902522,27272750,5622383,1393,4215,1781,0
253575341,249859655,3706998,1937,4771,1980,32943055,27319858,5615809,1395,4200,1793,0
253670610,249965905,3696051,1928,4754,1972,32983551,27366692,5609406,1417,4225,1811,0
253765937,250072138,3685125,1949,4748,1977,33024043,27413792,5602758,1404,4262,1827,0
253861339,250178752,3673922,1951,4758,1956,33064623,27460690,5596415,1401,4296,1821,0
253956812,250285171,3662994,1933,4760,1954,33105224,27507733,5589963,1405,4293,1830,0
254052349,250391447,3652272,1950,4748,1932,33145693,27554665,5583527,1410,4279,1812,0
254148014,250498026,3641368,1954,4761,1905,33186195,27601704,5576954,1406,4315,1816,0
254243684,250604478,3630606,1950,4750,1900,33226699,27648556,5570608,1425,4287,1823,0
254339420,250710944,3619828,1965,4774,1909,33267173,27695275,5564354,1424,4307,1813,0
254435242,250817351,3609268,1962,4742,1919,33307688,27742208,5557952,1429,4295,1804,0
254531122,250923741,3598740,1994,4747,1900,33348202,27788956,5551759,1430,4272,1785,0
