"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","cost"
250000000,245839452,4151598,1934,4968,2048,31400000,25500948,5892120,1107,4130,1695,0
250092997,245944926,4139160,1906,4967,2038,31440608,25549697,5883948,1152,4119,1692,0
250186056,246050405,4126736,1889,4998,2028,31481312,25598104,5876197,1164,4137,1710,0
250279156,246155990,4114263,1899,4975,2029,31521980,25646755,5868186,1193,4138,1708,0
250372291,246261365,4101948,1906,5043,2029,31562639,25695094,5860468,1206,4158,1713,0
250465598,246366866,4089798,1910,4999,2025,31603309,25743463,5852726,1240,4150,1730,0
250558774,246472353,4077498,1903,4988,2032,31643958,25791846,5845016,1263,4117,1716,0
250652140,246577817,4065375,1915,5018,2015,31684533,25840291,5837088,1291,4126,1737,0
250745576,246683474,4053130,1922,5037,2013,31725164,25888631,5829345,1302,4158,1728,0
250839077,246789280,4040827,1941,5051,1978,31765843,25936985,5821692,1306,4134,1726,0
250932583,246894802,4028827,1937,5053,1964,31806610,25985267,5814125,1313,4163,1742,0
251026072,247000245,4016838,1958,5055,1976,31847199,26033330,5806587,1302,4226,1754,0
251119672,247105768,4004938,1935,5065,1966,31887949,26081608,5799043,1309,4231,1758,0
251213420,247211333,3993037,1949,5100,2001,31928654,26129613,5791712,1330,4240,1759,0
251307177,247317098,3981018,1958,5086,2017,31969221,26177595,5784289,1358,4223,1756,0
251400990,247422871,3969013,1956,5129,2021,32009857,26225403,5777091,1372,4197,1794,0
251494846,247528343,3957378,1957,5145,2023,32050389,26273535,5769493,1367,4199,1795,0
251588797,247633933,3945731,1954,5175,2004,32090959,26321642,5761942,1384,4210,1781,0
251682858,247739731,3933953,1967,5189,2018,32131646,26369492,5754720,1372,4270,1792,0
251776846,247845199,3922488,1992,5148,2019,32172236,26417405,5747351,1376,4310,1794,0
251870892,247950847,3910932,1995,5115,2003,32212861,26465163,5740183,1373,4349,1793,0
251965094,248056874,3899122,1987,5111,2000,32253407,26512825,5733105,1389,4296,1792,0
252059369,248162441,3887827,1990,5109,2002,32293898,26560434,5725977,1396,4296,1795,0
252153670,248268170,3876428,1967,5078,2027,32334525,26608377,5718637,1401,4308,1802,0
252247983,248373916,3865012,1966,5051,2038,32375194,26655957,5711708,1396,4330,1803,0
252342367,248479744,3853537,1985,5042,2059,32415818,26703600,5704689,1398,4340,1791,0
252436842,248585838,3841942,1953,5040,2069,32456386,26751127,5697758,1401,4342,1758,0
252531346,248691716,3830575,1942,5047,2066,32497056,26798692,5690816,1405,4378,1765,0
252625979,248797410,3819471,1948,5067,2083,32537580,26846056,5683942,1407,4402,1773,0
252720613,248903112,3808430,1973,5024,2074,32578170,26893281,5677281,1411,4403,1794,0
252815374,249008958,3797384,1978,5021,2033,32618769,26940762,5670421,1412,4367,1807,0
252910142,249114878,3786217,1979,5040,2028,32659369,26988187,5663623,1406,4354,1799,0
253005041,249220732,3775265,2010,4983,2051,32699933,27035646,5656717,1396,4348,1826,0
253099962,249326693,3764264,2015,4946,2044,32740520,27082812,5650115,1429,4329,1835,0
253194947,249432917,3753086,2005,4895,2044,32781098,27130641,5642883,1422,4343,1809,0
253289869,249538974,3741949,2000,4911,2035,32821695,27177934,5636174,1421,4366,1800,0
253385037,249644986,3731078,1990,4930,2053,32862243,27224995,5629680,1399,4365,1804,0
253480200,249751324,3719937,1964,4952,2023,32902706,27272287,5622857,1390,4351,1821,0
253575335,249857314,3709112,1975,4928,2006,32943192,27319202,5616419,1368,4379,1824,0
253670638,249963550,3698240,1975,4872,2001,32983695,27366464,5609683,1348,4376,1824,0
253765892,250069790,3687270,1980,4865,1987,33024167,27413490,5603135,1363,4384,1795,0
253861239,250175944,3676463,1977,4878,1977,33064759,27460257,5596932,1376,4403,1791,0
253956705,250282294,3665593,1988,4856,1974,33105257,27507207,5590439,1371,4413,1827,0
254052137,250388707,3654650,1989,4840,1951,33145840,27554034,5584146,1399,4420,1841,0
254147832,250495065,3644010,1974,4846,1937,33186367,27600892,5577867,1414,4391,1803,0
254243473,250601460,3633295,1976,4847,1895,33226812,27647729,5571451,1419,4398,1815,0
254339219,250708228,3622286,1969,4813,1923,33267306,27694565,5565125,1420,4382,1814,0
254434953,250814553,3611689,1957,4840,1914,33307828,27741347,5558870,1427,4378,1806,0
254530791,250920982,3601082,1959,4845,1923,33348344,27788013,5552736,1432,4347,1816,0
254626752,251027515,3590466,1974,4861,1936,33388806,27834766,5546461,1448,4315,1816,0
254722709,251133989,3579986,1961,4816,1957,33429446,27881391,5540473,1444,4313,1825,0
254818650,251240419,3569500,1976,4810,1945,33469922,27927950,5534459,1452,4291,1770,0
254914697,251346878,3559101,1988,4790,1940,33510321,27974376,5528387,1446,4339,1773,0
255010816,251453462,3548662,1985,4755,1952,33550725,28020829,5522341,1458,4334,1763,0
255107035,251560032,3538322,1979,4739,1963,33591131,28067105,5516495,1448,4320,1763,0
255203428,251666779,3527983,1957,4742,1967,33631601,28113667,5510453,1440,4270,1771,0
255299759,251773572,3517552,1919,4755,1961,33671940,28160133,5504325,1451,4269,1762,0
255396146,251880219,3507308,1917,4757,1945,33712323,28206333,5498548,1438,4268,1736,0
255492628,251987054,3496989,1911,4745,1929,33752858,28252793,5492625,1425,4264,1751,0
255589159,252093747,3486887,1884,4730,1911,33793158,28299202,5486461,1419,4319,1757,0
255685700,252200457,3476748,1878,4708,1909,33833580,28345283,5480772,1416,4349,1760,0
255782251,252307328,3466449,1882,4706,1886,33874095,28391567,5475013,1399,4350,1766,0
255879025,252414300,3456253,1869,4710,1893,33914490,28437858,5469096,1415,4351,1770,0
255975852,252521163,3446259,1875,4687,1868,33954911,28483945,5463450,1427,4322,1767,0
256072659,252627981,3436280,1857,4686,1855,33995364,28529991,5457886,1443,4305,1739,0
256169598,252735021,3426234,1843,4665,1835,34035807,28575839,5452464,1451,4317,1736,0
256266555,252841982,3416248,1856,4637,1832,34076177,28621751,5446896,1458,4300,1772,0
256363559,252949117,3406151,1833,4617,1841,34116452,28667864,5441058,1445,4325,1760,0
256460587,253056274,3396103,1832,4574,1804,34156879,28714001,5435381,1459,4277,1761,0
256557677,253163273,3386229,1827,4562,1786,34197305,28760176,5429603,1467,4276,1783,0
256654916,253270599,3376162,1822,4558,1775,34237702,28806117,5424080,1459,4259,1787,0
256752141,253377723,3366274,1822,4549,1773,34278161,28852003,5418717,1439,4215,1787,0
256849360,253484935,3356293,1832,4533,1767,34318632,28898160,5413025,1453,4216,1778,0
256946765,253591944,3346705,1815,4537,1764,34358915,28943758,5407723,1455,4229,1750,0
257044282,253699191,3337000,1809,4539,1743,34399358,28989719,5402223,1452,4216,1748,0
257141817,253806404,3327368,1803,4490,1752,34439719,29035636,5396726,1459,4166,1732,0
257239379,253913645,3317661,1799,4489,1785,34480034,29081744,5390896,1429,4220,1745,0
257337009,254020940,3308002,1790,4493,1784,34520407,29127611,5385401,1418,4218,1759,0
257434786,254128267,3298493,1798,4461,1767,34560803,29173297,5380091,1427,4221,1767,0
257532482,254235473,3289074,1795,4390,1750,34601235,29219082,5374741,1422,4200,1790,0
257630246,254342921,3279420,1796,4368,1741,34641651,29264707,5369517,1432,4193,1802,0
257728124,254450557,3269704,1772,4347,1744,34682021,29310543,5364062,1426,4209,1781,0
257826014,254558099,3260083,1760,4340,1732,34722368,29356203,5358726,1450,4206,1783,0
257924042,254665710,3250549,1743,4308,1732,34762706,29401734,5353529,1436,4195,1812,0
258022102,254773220,3241127,1721,4295,1739,34802979,29447393,5348144,1421,4212,1809,0
258120198,254880738,3231743,1712,4306,1699,34843338,29492902,5343013,1447,4186,1790,0
258218330,254988489,3222144,1701,4292,1704,34883646,29538534,5337681,1435,4189,1807,0
258316586,255096103,3212787,1729,4259,1708,34923941,29584179,5332385,1436,4146,1795,0
258414845,255204031,3203173,1706,4233,1702,34964417,29629695,5327356,1419,4154,1793,0
258513241,255311622,3193988,1692,4229,1710,35004723,29675343,5322023,1424,4146,1787,0
258611677,255419430,3184650,1692,4201,1704,35045054,29720661,5316994,1422,4162,1815,0
258710132,255527314,3175240,1661,4210,1707,35085399,29765833,5312142,1414,4204,1806,0
258808717,255635356,3165834,1681,4163,1683,35125727,29811357,5306939,1420,4197,1814,0
258907380,255743473,3156367,1664,4186,1690,35166035,29856657,5301976,1410,4181,1811,0
259006102,255851554,3147050,1658,4154,1686,35206464,29901958,5297102,1407,4169,1828,0
