"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","cost"
250000000,245839452,4151598,1934,4968,2048,31400000,25500948,5892120,1107,4130,1695,0
250092985,245944850,4139132,1927,5026,2050,31440803,25549246,5884607,1147,4131,1672,0
250186062,246050328,4126707,1923,5046,2058,31481448,25597874,5876574,1172,4143,1685,0
250279086,246155483,4114554,1919,5073,2057,31522088,25646201,5868834,1215,4143,1695,0
250372248,246260978,4102193,1945,5099,2033,31562741,25694552,5861109,1224,4146,1710,0
250465514,246366455,4089916,1988,5094,2061,31603385,25743055,5853248,1237,4162,1683,0
250558818,246471927,4077769,1974,5095,2053,31644062,25791240,5845728,1246,4187,1661,0
250652148,246577271,4065734,1978,5104,2061,31684756,25839394,5838225,1252,4228,1657,0
250745537,246682569,4053847,1990,5053,2078,31725484,25887365,5830952,1279,4242,1646,0
250839015,246788031,4041850,1983,5069,2082,31766178,25935700,5823261,1302,4268,1647,0
250932507,246893537,4029846,1970,5054,2100,31806699,25983915,5815513,1321,4288,1662,0
251026035,246999038,4017876,1979,5062,2080,31847376,26032103,5807939,1351,4293,1690,0
251119659,247104514,4006051,1939,5068,2087,31888020,26080256,5800388,1354,4327,1695,0
251213328,247210226,3994057,1935,5054,2056,31928724,26128223,5793152,1369,4292,1688,0
251307094,247315902,3982170,1921,5048,2053,31969420,26176308,5785763,1396,4283,1670,0
251400900,247421393,3970526,1910,5024,2047,32009974,26224015,5778588,1408,4295,1668,0
251494839,247527128,3958731,1931,5014,2035,32050687,26271981,5771319,1434,4274,1679,0
251588813,247632837,3947023,1933,4971,2049,32091276,26319923,5763968,1420,4255,1710,0
251682844,247738608,3935312,1949,4945,2030,32131835,26367910,5756488,1435,4270,1732,0
251776963,247844314,3923688,1984,4946,2031,32172408,26415708,5749288,1420,4264,1728,0
251871127,247950319,3911832,1966,4978,2032,32213093,26463360,5742263,1430,4278,1762,0
251965258,248056144,3900183,1976,4926,2029,32253668,26510823,5735367,1449,4267,1762,0
252059449,248161976,3888538,1978,4916,2041,32294314,26558628,5728207,1421,4288,1770,0
252153686,248267738,3877032,1965,4916,2035,32334916,26606284,5721121,1442,4300,1769,0
252248073,248373702,3865441,1964,4921,2045,32375488,26653865,5714114,1431,4303,1775,0
252342531,248479653,3853969,1966,4880,2063,32416039,26701381,5707136,1438,4324,1760,0
252437043,248585581,3842581,1945,4874,2062,32456607,26748869,5700283,1448,4260,1747,0
252531521,248691456,3831188,1942,4876,2059,32497127,26796596,5693075,1460,4238,1758,0
252626161,248797495,3819808,1933,4898,2027,32537782,26844047,5686258,1466,4239,1772,0
252720824,248903563,3808397,1914,4916,2034,32578354,26891650,5679208,1462,4265,1769,0
252815526,249009504,3797170,1883,4925,2044,32618934,26938880,5672562,1443,4270,1779,0
252910331,249115573,3785906,1885,4919,2048,32659490,26985931,5666038,1441,4303,1777,0
253005225,249221836,3774579,1900,4879,2031,32700009,27033447,5659001,1448,4321,1792,0
253100208,249328095,3763346,1904,4857,2006,32740549,27080717,5652325,1438,4318,1751,0
253195238,249434274,3752190,1904,4864,2006,32781217,27127920,5645786,1447,4283,1781,0
253290241,249540279,3741173,1883,4916,1990,32821667,27175247,5638905,1414,4311,1790,0
253385274,249646109,3730378,1912,4907,1968,32862234,27222325,5632399,1426,4294,1790,0
253480336,249752039,3719501,1918,4920,1958,32902818,27269460,5625814,1414,4341,1789,0
