"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","cost"
250000000,245839452,4151598,1934,4968,2048,31400000,25500948,5892120,1107,4130,1695,0
250092955,245944879,4139125,1905,4978,2068,31440661,25549496,5884220,1147,4148,1650,0
250185915,246050411,4126544,1908,5011,2041,31481323,25597993,5876350,1184,4155,1641,0
250279048,246155625,4114416,1911,5046,2050,31521970,25646277,5868708,1205,4150,1630,0
250372219,246261103,4102116,1918,5033,2049,31562631,25694481,5861129,1247,4145,1629,0
250465421,246366614,4089831,1939,5001,2036,31603375,25743069,5853261,1245,4192,1608,0
250558720,246472106,4077718,1933,4959,2004,31643970,25791421,5845578,1243,4146,1582,0
250652133,246577663,4065573,1926,4960,2011,31684781,25839742,5838024,1258,4180,1577,0
250745520,246683090,4053530,1913,4985,2002,31725252,25888122,5830081,1264,4203,1582,0
250838949,246788506,4041511,1933,4985,2014,31765902,25936106,5822709,1263,4242,1582,0
250932379,246894274,4029197,1946,4958,2004,31806591,25984387,5815100,1266,4248,1590,0
251026008,246999719,4017349,1947,4984,2009,31847252,26032570,5807505,1248,4304,1625,0
251119710,247105356,4005432,1946,4987,1989,31887928,26080674,5800025,1276,4315,1638,0
251213470,247210988,3993581,1925,4987,1989,31928579,26128517,5792809,1291,4315,1647,0
251307225,247316501,3981783,1935,4987,2019,31969264,26176286,5785680,1320,4319,1659,0
251401029,247422285,3969774,1915,5036,2019,32009913,26224461,5778145,1326,4351,1630,0
251494898,247527977,3957935,1948,5032,2006,32050511,26272359,5770856,1321,4324,1651,0
251588775,247633580,3946190,1947,5053,2005,32091220,26320421,5763445,1336,4364,1654,0
251682873,247739365,3934477,1963,5068,2000,32131794,26368219,5756231,1341,4353,1650,0
251776935,247845156,3922776,1966,5030,2007,32172454,26415882,5749228,1349,4345,1650,0
251871030,247950997,3911068,1941,5035,1989,32213167,26463880,5741930,1368,4347,1642,0
251965204,248056645,3899596,1951,5051,1961,32253716,26511132,5735213,1380,4357,1634,0
252059425,248162279,3888210,1951,5027,1958,32294458,26558848,5728212,1385,4356,1657,0
252153740,248268235,3876569,1968,5009,1959,32335037,26606631,5720990,1401,4357,1658,0
