"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","cost"
250000000,245839452,4151598,1934,4968,2048,31400000,25500948,5892120,1107,4130,1695,0
250093022,245944808,4139222,1966,4975,2051,31440601,25549466,5884186,1132,4139,1678,0
250186105,246050293,4126820,1949,4973,2070,31481246,25598221,5876066,1143,4112,1704,0
250279227,246155626,4114565,1951,4999,2086,31521965,25646736,5868234,1166,4115,1714,0
250372340,246260963,4102332,1957,4994,2094,31562708,25695332,5860366,1182,4117,1711,0
250465471,246366453,4090005,1946,4953,2114,31603290,25743965,5852293,1208,4101,1723,0
250558774,246471987,4077802,1933,4953,2099,31643999,25792479,5844505,1231,4065,1719,0
250652090,246577542,4065597,1912,4949,2090,31684620,25840692,5836824,1282,4085,1737,0
250745458,246683010,4053495,1904,4969,2080,31725270,25888767,5829393,1303,4047,1760,0
250838876,246788754,4041238,1906,4915,2063,31766073,25936981,5821924,1319,4081,1768,0
250932374,246894403,4029130,1898,4852,2091,31806789,25985013,5814596,1308,4073,1799,0
251025967,247000093,4017023,1908,4856,2087,31847555,26033307,5807070,1299,4088,1791,0
251119621,247105908,4004879,1932,4838,2064,31888180,26081514,5799431,1306,4137,1792,0
251213290,247211463,3992924,1935,4878,2090,31928868,26129786,5791815,1314,4159,1794,0
251307080,247317054,3981100,1930,4894,2102,31969390,26177903,5784200,1310,4156,1821,0
251400863,247422696,3969252,1923,4905,2087,32010041,26225942,5776817,1321,4159,1802,0
251494657,247528366,3957392,1914,4902,2083,32050650,26273804,5769536,1335,4171,1804,0
251588606,247634156,3945587,1903,4894,2066,32091273,26321810,5762095,1339,4222,1807,0
251682553,247739960,3933764,1898,4876,2055,32131876,26369603,5754868,1329,4254,1822,0
251776565,247845841,3921915,1891,4872,2046,32172540,26417166,5747900,1344,4306,1824,0
251870671,247951622,3910214,1881,4899,2055,32213121,26465026,5740575,1351,4333,1836,0
251964758,248057663,3898270,1901,4885,2039,32253826,26512802,5733496,1347,4331,1850,0
252059072,248163611,3886639,1905,4885,2032,32294437,26560520,5726390,1362,4332,1833,0
252153326,248269432,3875061,1909,4894,2030,32335066,26608274,5719232,1390,4336,1834,0
252247712,248375400,3863458,1905,4908,2041,32375665,26656035,5712073,1386,4330,1841,0
252342119,248481284,3851922,1919,4955,2039,32416264,26703744,5704943,1413,4324,1840,0
252436659,248587122,3840564,1900,5012,2061,32456824,26751256,5697959,1390,4352,1867,0
252531231,248692994,3829313,1878,4999,2047,32497340,26798837,5690892,1396,4345,1870,0
252625794,248798626,3818237,1884,4998,2049,32538027,26846168,5684302,1404,4307,1846,0
252720467,248904496,3807034,1874,5001,2062,32578583,26893512,5677544,1384,4285,1858,0
252815167,249010595,3795616,1895,5018,2043,32619105,26940917,5670640,1390,4306,1852,0
252909954,249116281,3784699,1905,5012,2057,32659603,26988047,5664013,1382,4303,1858,0
253004841,249222275,3773605,1909,5000,2052,32700145,27035298,5657324,1347,4330,1846,0
253099750,249328409,3762394,1944,4943,2060,32740742,27082585,5650601,1357,4350,1849,0
253194689,249434281,3751499,1924,4931,2054,32781217,27129818,5643890,1365,4334,1810,0
253289777,249540372,3740532,1933,4904,2036,32821856,27176912,5637428,1354,4352,1810,0
253384925,249646679,3729466,1909,4862,2009,32862272,27224180,5630524,1381,4378,1809,0
253480062,249752563,3718717,1936,4852,1994,32902744,27270920,5624232,1395,4379,1818,0
253575324,249858874,3707716,1922,4841,1971,32943257,27317783,5617891,1393,4386,1804,0
253670605,249965416,3696509,1882,4838,1960,32983724,27364848,5611309,1390,4396,1781,0
253765942,250071661,3685656,1845,4820,1960,33024300,27411520,5605196,1396,4424,1764,0
253861291,250177674,3674965,1891,4826,1935,33064890,27458405,5598914,1415,4410,1746,0
253956786,250284045,3664146,1868,4812,1915,33105434,27505088,5592803,1419,4379,1745,0
254052342,250390563,3653221,1853,4805,1900,33145894,27551688,5586634,1429,4395,1748,0
254147933,250496943,3642437,1855,4807,1891,33186280,27598481,5580170,1473,4404,1752,0
254243550,250603414,3631668,1873,4718,1877,33226799,27645223,5573948,1488,4376,1764,0
254339183,250709762,3620978,1883,4710,1850,33267265,27692044,5567610,1476,4369,1766,0
254434971,250816348,3610191,1846,4718,1868,33307777,27738817,5561360,1462,4374,1764,0
254530871,250923029,3599457,1839,4686,1860,33348341,27785471,5555278,1477,4373,1742,0
254626768,251029738,3588619,1851,4691,1869,33388874,27832292,5548994,1461,4388,1739,0
254722710,251136224,3578100,1839,4673,1874,33429300,27878496,5543261,1463,4357,1723,0
254818713,251242713,3567673,1858,4616,1853,33469890,27925195,5537195,1467,4321,1712,0
254914812,251349449,3557064,1827,4607,1865,33510351,27971925,5530912,1459,4328,1727,0
255010932,251456146,3546557,1827,4539,1863,33550784,28018706,5524568,1465,4320,1725,0
255107164,251562876,3536035,1831,4539,1883,33591199,28065261,5518468,1420,4328,1722,0
255203455,251669559,3525665,1815,4534,1882,33631754,28111680,5512582,1418,4339,1735,0
255299791,251776108,3515453,1802,4542,1886,33672157,28158019,5506665,1416,4314,1743,0
255396166,251882962,3505001,1810,4521,1872,33712603,28204454,5500656,1399,4339,1755,0
255492552,251989615,3494708,1833,4527,1869,33753025,28250933,5494587,1377,4389,1739,0
255589002,252096190,3484538,1869,4524,1881,33793458,28297304,5488656,1381,4368,1749,0
255685558,252203171,3474145,1820,4558,1864,33833899,28343488,5482879,1412,4367,1753,0
255782186,252310080,3463883,1818,4550,1855,33874420,28389702,5477184,1425,4370,1739,0
255878834,252417053,3453525,1796,4580,1880,33914897,28435851,5471514,1447,4342,1743,0
255975646,252523841,3443566,1798,4541,1900,33955261,28482206,5465518,1445,4352,1740,0
256072474,252630835,3433427,1787,4524,1901,33995744,28528240,5459938,1440,4377,1749,0
256169350,252737990,3423179,1788,4487,1906,34036161,28574457,5454134,1457,4369,1744,0
256266313,252845006,3413120,1764,4517,1906,34076562,28620374,5448587,1453,4382,1766,0
256363245,252952100,3403023,1751,4455,1916,34117047,28666240,5443201,1448,4382,1776,0
256460362,253059314,3392979,1757,4424,1888,34157435,28712524,5437341,1446,4364,1760,0
256557552,253166486,3383001,1742,4424,1899,34197851,28758483,5431784,1431,4408,1745,0
256654748,253273883,3372841,1751,4382,1891,34238385,28804389,5426425,1455,4374,1742,0
256751887,253381142,3362736,1756,4383,1870,34278778,28850451,5420791,1431,4352,1753,0
256849143,253488254,3352936,1759,4332,1862,34319211,28896228,5415411,1451,4353,1768,0
256946475,253595395,3343123,1754,4356,1847,34359586,28942047,5409969,1436,4363,1771,0
257043968,253702731,3333298,1759,4340,1840,34399967,28987820,5404550,1447,4384,1766,0
