"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","cost"
250000000,245839452,4151598,1934,4968,2048,31400000,25500948,5892120,1107,4130,1695,0
250092929,245944772,4139225,1898,4982,2052,31440684,25549364,5884380,1146,4107,1687,0
250186008,246050336,4126697,1913,5002,2060,31481498,25597809,5876665,1189,4152,1683,0
250279115,246155737,4114429,1919,4982,2048,31522181,25646170,5868949,1220,4141,1701,0
250372281,246261149,4102165,1915,5017,2035,31562996,25694732,5861212,1223,4121,1708,0
250465462,246366811,4089691,1939,4986,2035,31603607,25743492,5853031,1238,4141,1705,0
250558651,246472251,4077465,1953,4954,2028,31644345,25792065,5845160,1248,4168,1704,0
250652045,246577487,4065541,1977,5002,2038,31684972,25840440,5837419,1245,4158,1710,0
250745455,246683196,4053257,1979,5002,2021,31725611,25888812,5829682,1275,4130,1712,0
250838806,246788669,4041130,1986,4998,2023,31766258,25936976,5822150,1280,4139,1713,0
250932331,246894311,4028985,1978,5024,2033,31806932,25985522,5814267,1306,4145,1692,0
251025842,246999895,4016958,1944,5014,2031,31847567,26033618,5806741,1339,4181,1688,0
251119460,247105499,4004977,1938,5006,2040,31888241,26081623,5799363,1339,4240,1676,0
251213127,247211105,3993079,1948,4966,2029,31928827,26129802,5791737,1308,4290,1690,0
251306890,247316643,3981328,1944,4951,2024,31969454,26178215,5783909,1319,4294,1717,0
251400708,247422355,3969398,1941,4992,2022,32010047,26226270,5776475,1353,4256,1693,0
251494583,247528121,3957455,1970,5012,2025,32050667,26274221,5769110,1370,4273,1693,0
251588467,247633882,3945584,1958,5018,2025,32091325,26322281,5761656,1369,4293,1726,0
251682456,247739535,3933946,1956,4976,2043,32131912,26370230,5754284,1385,4296,1717,0
251776501,247845139,3922349,1961,4995,2057,32172504,26418112,5746962,1365,4337,1728,0
251870683,247950728,3910924,1957,4996,2078,32213114,26465787,5739945,1362,4287,1733,0
251964915,248056488,3899402,1956,5007,2062,32253597,26513230,5732980,1363,4289,1735,0
252059138,248162359,3887747,1959,4997,2076,32294175,26560765,5726001,1376,4295,1738,0
252153367,248268149,3876208,1973,4978,2059,32334720,26608495,5718780,1368,4318,1759,0
252247766,248373976,3864828,1960,4942,2060,32375331,26655899,5711948,1358,4349,1777,0
252342283,248479895,3853384,1962,4988,2054,32415997,26703424,5705106,1371,4321,1775,0
252436790,248585874,3841969,1943,4976,2028,32456466,26750979,5697992,1349,4358,1788,0
252531390,248691790,3830694,1917,4975,2014,32496961,26798246,5691241,1360,4328,1786,0
252625956,248797835,3819246,1936,4932,2007,32537658,26845699,5684427,1355,4383,1794,0
252720607,248903741,3807964,1968,4950,1984,32578193,26893136,5677538,1381,4362,1776,0
252815355,249009788,3796702,1975,4930,1960,32618722,26940049,5671089,1394,4416,1774,0
252910102,249115862,3785413,1959,4932,1936,32659285,26987714,5663989,1413,4391,1778,0
253004933,249221768,3774382,1939,4925,1919,32699883,27034995,5657281,1425,4404,1778,0
253099932,249327793,3763386,1956,4920,1877,32740459,27082221,5650599,1433,4408,1798,0
253194955,249433740,3752452,1967,4903,1893,32780981,27129206,5644102,1424,4425,1824,0
253289966,249539746,3741451,1972,4901,1896,32821571,27176061,5637848,1433,4408,1821,0
253385070,249645939,3730354,1977,4894,1906,32862139,27223443,5631071,1455,4388,1782,0
253480266,249752020,3719415,1971,4949,1911,32902669,27270543,5624523,1459,4395,1749,0
253575447,249858059,3708547,1982,4952,1907,32943205,27317656,5617887,1485,4421,1756,0
253670723,249964294,3697638,1956,4911,1924,32983762,27364658,5611434,1484,4429,1757,0
253766057,250070686,3686616,1938,4880,1937,33024360,27411453,5605259,1493,4410,1745,0
253861453,250176916,3675803,1943,4845,1946,33064950,27458416,5598859,1487,4429,1759,0
253956886,250282924,3665301,1913,4802,1946,33105398,27505273,5592451,1461,4445,1768,0
254052513,250389240,3654618,1912,4799,1944,33145960,27552038,5586222,1471,4434,1795,0
254148137,250495703,3643798,1894,4771,1971,33186437,27598867,5579900,1444,4429,1797,0
254243800,250602272,3632932,1878,4754,1964,33226910,27645751,5573417,1451,4489,1802,0
254339478,250708796,3622107,1869,4767,1939,33267408,27692567,5567140,1469,4459,1773,0
254435324,250815216,3611590,1885,4699,1934,33307994,27739107,5561150,1487,4460,1790,0
254531165,250921636,3601040,1907,4668,1914,33348483,27785564,5555164,1493,4450,1812,0
254627131,251028185,3590546,1876,4613,1911,33388912,27832266,5548890,1480,4446,1830,0
254722998,251134783,3579820,1911,4606,1878,33429387,27878860,5542718,1477,4501,1831,0
254818930,251241321,3569204,1909,4609,1887,33469827,27925404,5536620,1483,4486,1834,0
