"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","cost"
250000000,245839452,4151598,1934,4968,2048,31400000,25500948,5892120,1107,4130,1695,0
250092982,245944823,4139198,1926,5007,2028,31440616,25549718,5883942,1139,4140,1677,0
250186056,246050278,4126804,1931,5000,2043,31481197,25598240,5875977,1178,4128,1674,0
250279123,246155847,4114272,1960,5000,2044,31521935,25646715,5868186,1190,4163,1681,0
250372233,246261332,4101885,1957,4989,2070,31562610,25695173,5860379,1212,4164,1682,0
250465447,246366701,4089739,1946,4990,2071,31603193,25743547,5852526,1224,4213,1683,0
250558661,246472498,4077139,1935,5029,2060,31643884,25791746,5845034,1242,4194,1668,0
250651991,246577916,4065042,1928,5036,2069,31684451,25840053,5837231,1257,4209,1701,0
250745338,246683346,4052948,1934,5042,2068,31725164,25888617,5829368,1262,4212,1705,0
250838736,246788944,4040753,1929,5019,2091,31765977,25936764,5821960,1291,4247,1715,0
250932210,246894563,4028600,1917,5035,2095,31806616,25984899,5814452,1299,4277,1689,0
251025805,247000298,4016433,1921,5063,2090,31847225,26032954,5806997,1301,4288,1685,0
251119396,247105957,4004388,1917,5053,2081,31887944,26081056,5799570,1297,4310,1711,0
251213097,247211568,3992480,1926,5053,2070,31928565,26129015,5792173,1306,4366,1705,0
251306818,247316823,3980950,1940,5019,2086,31969230,26177071,5784786,1294,4389,1690,0
251400633,247422322,3969252,1955,5017,2087,32009921,26225011,5777484,1334,4406,1686,0
251494512,247527861,3957627,1945,4993,2086,32050616,26272937,5770223,1356,4427,1673,0
251588551,247633505,3946009,1927,5005,2105,32091222,26320966,5762744,1363,4444,1705,0
251682558,247739471,3934032,1922,5020,2113,32131889,26368591,5755751,1383,4443,1721,0
251776649,247845246,3922387,1927,5024,2065,32172575,26416752,5748270,1381,4479,1693,0
251870680,247950970,3910738,1939,5006,2027,32213086,26464458,5741102,1399,4443,1684,0
251964902,248056825,3899138,1920,5002,2017,32253754,26511975,5734240,1412,4452,1675,0
252059164,248162390,3887779,1941,5025,2029,32294305,26559779,5727015,1414,4424,1673,0
252153439,248268229,3876218,1966,5011,2015,32334878,26607375,5719997,1405,4425,1676,0
252247791,248374108,3864717,1997,4983,1986,32375547,26655000,5713064,1434,4370,1679,0
252342237,248479740,3853576,1998,4936,1987,32416006,26702401,5706075,1452,4372,1706,0
252436752,248585585,3842208,1996,4984,1979,32456550,26749874,5699110,1460,4403,1703,0
252531342,248691592,3830833,1983,4969,1965,32497074,26797564,5691943,1462,4399,1706,0
252625973,248797508,3819558,1995,4940,1972,32537617,26845229,5684763,1442,4439,1744,0
252720678,248903714,3808055,1970,4951,1988,32578134,26892587,5677894,1439,4470,1744,0
252815441,249009697,3796853,1955,4962,1974,32618729,26939800,5671266,1437,4467,1759,0
252910207,249115553,3785764,1956,4965,1969,32659287,26987380,5664258,1442,4442,1765,0
253005044,249221592,3774595,1955,4945,1957,32699833,27034852,5657301,1435,4464,1781,0
253099916,249327612,3763461,1952,4916,1975,32740421,27082152,5650598,1438,4448,1785,0
253194916,249433600,3752522,1951,4859,1984,32780983,27129265,5644043,1439,4439,1797,0
253289997,249539755,3741480,1936,4839,1987,32821426,27176199,5637568,1428,4442,1789,0
253385074,249646071,3730236,1946,4836,1985,32861965,27223088,5631180,1437,4459,1801,0
253480211,249752260,3719185,1979,4813,1974,32902451,27270147,5624604,1449,4451,1800,0
253575447,249858297,3708431,1966,4810,1943,32942987,27316949,5618276,1459,4482,1821,0
253670724,249964651,3697413,1952,4790,1918,32983582,27363970,5611855,1466,4444,1847,0
253766080,250070815,3686600,1972,4790,1903,33024076,27410975,5605333,1467,4468,1833,0
253861514,250176939,3675942,1969,4759,1905,33064467,27457872,5598891,1457,4437,1810,0
253956985,250283416,3665021,1930,4711,1907,33105069,27504691,5592613,1473,4476,1816,0
254052481,250389593,3654355,1937,4713,1883,33145457,27551653,5586024,1448,4495,1837,0
254148034,250495836,3643612,1952,4737,1897,33185932,27598144,5579990,1449,4504,1845,0
254243616,250602358,3632687,1950,4740,1881,33226500,27644905,5573815,1461,4477,1842,0
254339394,250708921,3621916,1932,4722,1903,33266985,27691653,5567514,1463,4514,1841,0
254435237,250815325,3611381,1926,4708,1897,33307500,27738282,5561376,1467,4522,1853,0
254531044,250921664,3600833,1925,4713,1909,33347964,27784834,5555280,1487,4543,1820,0
254626973,251027977,3590437,1915,4725,1919,33388492,27831246,5549391,1494,4534,1827,0
254722933,251134683,3579713,1902,4719,1916,33428954,27877798,5543355,1477,4511,1813,0
254818914,251241227,3569139,1883,4736,1929,33469375,27924500,5537137,1470,4472,1796,0
254914940,251347901,3558516,1894,4715,1914,33509784,27971159,5530916,1469,4446,1794,0
255011069,251454439,3548077,1917,4722,1914,33550242,28017751,5524820,1461,4419,1791,0
255107277,251561052,3537669,1921,4731,1904,33590729,28064279,5518776,1478,4411,1785,0
255203546,251667785,3527239,1925,4689,1908,33631327,28110785,5512878,1480,4404,1780,0
255299850,251774482,3516778,1950,4739,1901,33671869,28157360,5506844,1473,4397,1795,0
255396228,251881279,3506374,1956,4724,1895,33712333,28203365,5501318,1483,4385,1782,0
255492606,251988037,3496053,1950,4689,1877,33752923,28249694,5495572,1505,4380,1772,0
255589110,252095026,3485628,1927,4643,1886,33793348,28296105,5489582,1512,4395,1754,0
255685706,252201925,3475406,1896,4611,1868,33833728,28342499,5483576,1535,4346,1772,0
255782349,252308877,3465099,1876,4630,1867,33874120,28388841,5477693,1535,4309,1742,0
255879122,252415781,3455013,1865,4607,1856,33914607,28435105,5471915,1510,4300,1777,0
255975886,252522480,3445075,1856,4622,1853,33954993,28481166,5466212,1502,4345,1768,0
256072669,252629447,3434949,1851,4578,1844,33995445,28527459,5460367,1486,4331,1802,0
256169467,252736395,3424780,1839,4607,1846,34035851,28573582,5454617,1487,4373,1792,0
256266354,252843310,3414777,1840,4584,1843,34076269,28619710,5448919,1494,4374,1772,0
256363352,252950359,3404713,1841,4598,1841,34116660,28665763,5443268,1485,4400,1744,0
256460413,253057442,3394738,1803,4579,1851,34157101,28711668,5437809,1501,4382,1741,0
256557519,253164599,3384721,1772,4557,1870,34197505,28757584,5432285,1499,4379,1758,0
256654763,253271725,3374849,1771,4561,1857,34237830,28803553,5426615,1501,4398,1763,0
256752052,253378976,3364882,1781,4564,1849,34278294,28849358,5421238,1503,4402,1793,0
256849388,253486232,3355035,1772,4532,1817,34318695,28895320,5415700,1493,4399,1783,0
256946776,253593345,3345304,1802,4499,1826,34359053,28941124,5410233,1506,4409,1781,0
257044184,253700683,3335425,1785,4471,1820,34399394,28986797,5404966,1508,4355,1768,0
257141693,253808170,3325474,1747,4486,1816,34439778,29032847,5399286,1520,4365,1760,0
257239285,253915481,3315735,1748,4488,1833,34480185,29078684,5393835,1500,4412,1754,0
257336938,254022940,3305951,1746,4484,1817,34520655,29124259,5388748,1511,4388,1749,0
257434524,254130341,3296134,1777,4462,1810,34561065,29170085,5383335,1494,4386,1765,0
257532263,254237702,3286528,1785,4438,1810,34601419,29215711,5378105,1490,4356,1757,0
257630078,254345039,3277014,1769,4445,1811,34641721,29261342,5372759,1486,4364,1770,0
257727963,254452671,3267314,1751,4411,1816,34682137,29306909,5367621,1481,4384,1742,0
257825889,254560295,3257688,1731,4369,1806,34722485,29352505,5362340,1469,4423,1748,0
257923849,254667809,3248146,1739,4345,1810,34762871,29397906,5357309,1475,4408,1773,0
258021926,254775303,3238753,1733,4328,1809,34803274,29443327,5352290,1472,4424,1761,0
258120020,254883004,3229191,1721,4287,1817,34843641,29489321,5346713,1479,4388,1740,0
258218221,254990688,3219721,1721,4266,1825,34883950,29534845,5341510,1469,4372,1754,0
258316511,255098363,3210346,1730,4255,1817,34924252,29580348,5336348,1441,4365,1750,0
258414772,255206107,3200932,1711,4231,1791,34964634,29625853,5331208,1459,4361,1753,0
258513124,255313830,3191565,1720,4218,1791,35004852,29671291,5326086,1430,4326,1719,0
258611569,255421719,3182162,1708,4201,1779,35045275,29716683,5321130,1428,4323,1711,0
258710033,255529385,3173006,1678,4207,1757,35085662,29762113,5316076,1433,4341,1699,0
258808584,255637327,3163639,1669,4191,1758,35126067,29807672,5310910,1450,4322,1713,0
258907208,255745098,3154506,1662,4197,1745,35166365,29852996,5305925,1444,4280,1720,0
259005831,255852953,3145321,1690,4146,1721,35206644,29898047,5301132,1458,4295,1712,0
259104576,255960996,3136050,1679,4122,1729,35246993,29943362,5296202,1443,4279,1707,0
259203337,256068957,3126837,1677,4148,1718,35287376,29988759,5291186,1443,4284,1704,0
259302181,256177063,3117619,1660,4115,1724,35327650,30034017,5286201,1436,4287,1709,0
259401153,256285148,3108500,1660,4131,1714,35368002,30079130,5281403,1456,4282,1731,0
259500129,256393377,3099296,1650,4107,1699,35408366,30124313,5276622,1456,4250,1725,0
259599160,256501524,3090241,1621,4102,1672,35448414,30169394,5271575,1455,4278,1712,0
259698188,256609692,3081144,1636,4076,1640,35488740,30214391,5266917,1458,4293,1681,0
259797304,256718220,3071715,1636,4092,1641,35529046,30259447,5262246,1448,4241,1664,0
259896485,256826292,3062796,1642,4103,1652,35569478,30304374,5257723,1459,4250,1672,0
259995864,256934565,3053909,1634,4116,1640,35609751,30349339,5253027,1460,4234,1691,0
260095202,257043146,3044701,1614,4110,1631,35650065,30394433,5248258,1445,4242,1687,0
260194546,257151558,3035644,1617,4111,1616,35690341,30439300,5243635,1439,4279,1688,0
260294035,257259848,3026880,1615,4081,1611,35730645,30484205,5239008,1410,4312,1710,0
260393597,257368290,3018011,1620,4054,1622,35770933,30529137,5234378,1422,4296,1700,0
260493164,257476872,3008990,1641,4041,1620,35811071,30574098,5229587,1429,4276,1681,0
260592809,257585437,3000117,1663,4012,1580,35851267,30618960,5224925,1428,4281,1673,0
260692514,257694097,2991172,1651,4009,1585,35891559,30663863,5220325,1420,4282,1669,0
260792370,257802908,2982235,1643,3998,1586,35931843,30708679,5215847,1435,4230,1652,0
260892238,257911566,2973467,1616,4001,1588,35972192,30753536,5211374,1414,4245,1623,0
260992141,258020299,2964659,1615,3984,1584,36012351,30798086,5206972,1398,4249,1646,0
261092102,258129109,2955856,1595,3969,1573,36052567,30842662,5202607,1420,4243,1635,0
261192148,258237715,2947302,1578,3973,1580,36092954,30887419,5198220,1418,4243,1654,0
261292296,258346484,2938656,1577,3967,1612,36133254,30932100,5193803,1431,4262,1658,0
261392491,258455296,2930060,1560,3959,1616,36173423,30976635,5189477,1441,4226,1644,0
261492670,258564057,2921492,1567,3939,1615,36213681,31021185,5185165,1449,4217,1665,0
261592934,258672875,2912944,1595,3924,1596,36253857,31065877,5180640,1431,4262,1647,0
261693267,258781731,2904467,1594,3887,1588,36294011,31110273,5176391,1449,4245,1653,0
