"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","cost"
250000000,245839452,4151598,1934,4968,2048,31400000,25500948,5892120,1107,4130,1695,0
250092945,245944803,4139193,1952,4955,2042,31440801,25549714,5884086,1136,4149,1716,0
250185983,246050219,4126811,1931,4965,2057,31481440,25598264,5876140,1179,4147,1710,0
250279075,246155709,4114386,1931,4982,2067,31522030,25646533,5868374,1223,4167,1733,0
250372256,246261070,4102226,1922,4941,2097,31562805,25695083,5860555,1226,4193,1748,0
250465513,246366561,4089995,1910,4937,2110,31603377,25743319,5852824,1250,4237,1747,0
250558829,246472110,4077792,1922,4921,2084,31643992,25791655,5845060,1262,4242,1773,0
250652166,246577809,4065435,1915,4928,2079,31684767,25839946,5837520,1277,4250,1774,0
250745560,246683222,4053393,1935,4938,2072,31725265,25888121,5829773,1293,4278,1800,0
250838939,246788718,4041234,1945,4956,2086,31765872,25936383,5822096,1294,4333,1766,0
250932521,246894094,4029426,1958,4961,2082,31806410,25984751,5814264,1308,4318,1769,0
251026177,246999738,4017427,1956,4995,2061,31846967,26032767,5806760,1341,4332,1767,0
251119783,247105654,4005154,1964,4974,2037,31887666,26080908,5799275,1371,4350,1762,0
251213499,247211398,3993111,1934,5023,2033,31928188,26128855,5791838,1368,4349,1778,0
251307329,247317110,3981213,1926,5028,2052,31968893,26176807,5784617,1366,4315,1788,0
251401166,247422823,3969342,1914,5022,2065,32009471,26224816,5777214,1367,4305,1769,0
251495059,247528441,3957645,1921,4981,2071,32049971,26272768,5769755,1363,4328,1757,0
251588991,247634262,3945754,1933,4971,2071,32090670,26320740,5762469,1369,4308,1784,0
251683020,247740240,3933808,1936,4960,2076,32131369,26368686,5755238,1387,4302,1756,0
251777044,247846055,3922043,1947,4923,2076,32172069,26416532,5748059,1386,4305,1787,0
251871091,247951862,3910322,1955,4892,2060,32212646,26464209,5740941,1385,4330,1781,0
251965253,248057537,3898810,1953,4912,2041,32253322,26512057,5733782,1366,4326,1791,0
252059559,248163526,3887104,1922,4957,2050,32294005,26559779,5726743,1346,4345,1792,0
252153893,248269474,3875488,1937,4938,2056,32334514,26607304,5719749,1351,4347,1763,0
252248298,248375404,3863911,1936,4995,2052,32375128,26654927,5712747,1343,4332,1779,0
252342720,248481096,3852619,1958,5020,2027,32415627,26702592,5705561,1366,4332,1776,0
252437218,248587004,3841201,1956,5038,2019,32456114,26750212,5698438,1395,4312,1757,0
252531819,248692945,3829802,1980,5049,2043,32496737,26797637,5691576,1437,4343,1744,0
252626383,248798708,3818598,1997,5047,2033,32537298,26845080,5684680,1431,4353,1754,0
252721057,248904369,3807566,2022,5057,2043,32577775,26892405,5677772,1431,4402,1765,0
252815755,249010507,3796138,2031,5064,2015,32618322,26939574,5671160,1432,4373,1783,0
252910592,249116405,3785057,2024,5078,2028,32658752,26986771,5664377,1416,4392,1796,0
253005432,249222435,3773926,2015,5030,2026,32699352,27034239,5657505,1434,4374,1800,0
253100305,249328444,3762793,1988,5043,2037,32739999,27081533,5650888,1424,4359,1795,0
253195274,249434546,3751686,1988,5019,2035,32780478,27128545,5644312,1431,4399,1791,0
