"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","cost"
250000000,245839452,4151598,1934,4968,2048,31400000,25500948,5892120,1107,4130,1695,0
250092930,245944761,4139210,1916,4992,2051,31440639,25549383,5884292,1146,4114,1704,0
250186001,246050155,4126855,1914,5041,2036,31481314,25597698,5876576,1185,4147,1708,0
250279103,246155768,4114340,1930,5016,2049,31522000,25646187,5868700,1214,4162,1737,0
250372217,246261284,4101974,1952,4953,2054,31562716,25694269,5861273,1244,4183,1747,0
250465408,246366460,4089977,1934,4986,2051,31603436,25742627,5853598,1276,4204,1731,0
250558692,246471956,4077818,1906,4974,2038,31644163,25790698,5846243,1296,4185,1741,0
250652017,246577604,4065499,1913,4967,2034,31684809,25838782,5838777,1310,4182,1758,0
250745374,246683136,4053354,1920,4938,2026,31725398,25887088,5831008,1320,4236,1746,0
250838749,246788765,4041153,1922,4913,1996,31766025,25935463,5823249,1316,4233,1764,0
250932239,246894239,4029136,1926,4930,2008,31806688,25983570,5815775,1351,4248,1744,0
251025800,246999750,4017223,1935,4883,2009,31847363,26031785,5808231,1373,4243,1731,0
251119547,247105593,4005101,1938,4882,2033,31888045,26080053,5800600,1378,4287,1727,0
251213197,247211126,3993223,1936,4900,2012,31928623,26128060,5793132,1383,4315,1733,0
251307017,247316829,3981317,1950,4904,2017,31969304,26175991,5785860,1379,4340,1734,0
251400896,247422482,3969544,1963,4884,2023,32009971,26223943,5778554,1399,4321,1754,0
251494782,247528436,3957542,1912,4874,2018,32050592,26272014,5771035,1415,4398,1730,0
251588749,247634298,3945646,1889,4890,2026,32091221,26319942,5763720,1385,4420,1754,0
251682767,247740133,3933844,1894,4890,2006,32131972,26367598,5756803,1391,4410,1770,0
251776849,247845786,3922252,1907,4905,1999,32172581,26415255,5749748,1393,4405,1780,0
251870940,247951575,3910571,1872,4934,1988,32213195,26463042,5742590,1417,4355,1791,0
251965077,248057313,3898954,1887,4947,1976,32253810,26510791,5735422,1418,4391,1788,0
252059365,248163121,3887457,1882,4893,2012,32294350,26558455,5728337,1435,4356,1767,0
252153668,248268982,3875902,1851,4919,2014,32334867,26606058,5721276,1444,4338,1751,0
252248029,248374651,3864549,1869,4952,2008,32375470,26653582,5714403,1427,4318,1740,0
252342382,248480646,3852903,1863,4953,2017,32416035,26701258,5707291,1434,4303,1749,0
252436852,248586480,3841549,1897,4933,1993,32456652,26748981,5700178,1407,4327,1759,0
252531396,248692473,3830108,1898,4913,2004,32497253,26796638,5693127,1401,4335,1752,0
252625919,248798418,3818702,1885,4910,2004,32537848,26844023,5686310,1411,4343,1761,0
252720634,248904453,3807415,1888,4864,2014,32578416,26891291,5679622,1386,4368,1749,0
252815377,249010448,3796218,1885,4833,1993,32618974,26938719,5672701,1416,4378,1760,0
252910222,249116546,3784974,1909,4789,2004,32659556,26986274,5665734,1456,4357,1735,0
253005142,249222750,3773685,1938,4774,1995,32700230,27033484,5659186,1433,4368,1759,0
253099962,249329009,3762256,1918,4795,1984,32740833,27080875,5652395,1428,4359,1776,0
253194866,249435133,3751065,1891,4801,1976,32781416,27128021,5645788,1420,4405,1782,0
253289841,249541137,3740076,1896,4780,1952,32821945,27175121,5639207,1442,4390,1785,0
253384934,249647389,3728918,1913,4758,1956,32862463,27222383,5632458,1453,4398,1771,0
253480050,249753586,3717884,1884,4730,1966,32902994,27269491,5625850,1445,4413,1795,0
253575319,249859801,3706961,1859,4730,1968,32943538,27316486,5619411,1457,4373,1811,0
253670625,249966238,3695819,1852,4734,1982,32984028,27363606,5612796,1449,4374,1803,0
253765893,250072121,3685154,1882,4746,1990,33024451,27411017,5605794,1445,4400,1795,0
253861285,250178466,3674227,1877,4735,1980,33064976,27458159,5599209,1453,4381,1774,0
253956760,250284943,3663289,1884,4692,1952,33105512,27505139,5592754,1448,4399,1772,0
254052205,250391264,3652447,1861,4667,1966,33145951,27551923,5586400,1455,4397,1776,0
254147851,250497755,3641629,1866,4651,1950,33186540,27598702,5580227,1464,4369,1778,0
254243484,250604064,3630924,1859,4670,1967,33227014,27645590,5573796,1476,4389,1763,0
254339229,250710463,3620303,1862,4643,1958,33267624,27692653,5567327,1467,4401,1776,0
254435003,250816723,3609805,1853,4664,1958,33307996,27739494,5560870,1468,4371,1793,0
254530858,250923263,3599174,1853,4632,1936,33348367,27786087,5554675,1465,4329,1811,0
254626720,251029786,3588554,1854,4595,1931,33388927,27832803,5548483,1480,4349,1812,0
254722667,251136515,3577780,1864,4572,1936,33429350,27879450,5542256,1471,4365,1808,0
254818738,251242936,3567456,1869,4550,1927,33469818,27926058,5536123,1473,4371,1793,0
254914876,251349610,3556925,1868,4538,1935,33510349,27972601,5530127,1476,4340,1805,0
255010934,251456285,3546345,1862,4494,1948,33550667,28019095,5523966,1487,4323,1796,0
